PROVINCIA;COMUNE;STAZIONE;DATACAMPIONAMENTO;PARAMETRO;VALORE_NUMERICO;GEO_Y;GEO_X
VA;Cassano Magnago;Cassano Magnago;13.01.2016;Ossigeno disciolto;9;45.67928433;8.806454833
BS;Gottolengo;Gottolengo;21.12.2016;Temperatura acqua;10.6;45.320246;10.28509046
LO;Montanaso Lombardo;Montanaso Lombardo;21.09.2016;Ossigeno disciolto;8.19;45.33940456;9.486785435
BS;Pozzolengo;Pozzolengo;10.10.2016;Ossigeno disciolto;10.23;45.39232276;10.61251688
VA;Sesto Calende;Sesto Calende;24.11.2016;Escherichia coli;9100;45.72469289;8.626972712
MN;Borgoforte;Borgoforte;05.04.2016;Ossigeno disciolto;12.36;45.05611677;10.74069972
MN;Ponti sul Mincio;Ponti sul Mincio;24.08.2016;Conducibilità elettrica a 20°C;;45.39498245;10.70507601
CR;Montodine;Montodine;03.11.2016;pH;6.91;45.28311106;9.711247599
PV;Zavattarello;Zavattarello;01.12.2016;pH;7.6;44.87896077;9.269644894
SO;Livigno;Livigno;01.02.2016;Temperatura acqua;1.2;46.55392603;10.13666653
MN;Quistello;Quistello;13.09.2016;Ossigeno disciolto;9.36;45.04248476;11.01049127
CR;Cappella Cantone;Cappella Cantone;21.03.2016;Temperatura acqua;11.9;45.23312622;9.838617725
MB;Lentate sul Seveso;Lentate sul Seveso;04.05.2016;Temperatura acqua;17.44;45.67082319;9.131522449
LC;Varenna;Perledo;20.06.2016;Escherichia coli;2500;46.01469797;9.283041999
BS;Pozzolengo;Pozzolengo;10.10.2016;Conducibilità elettrica a 20°C;1196;45.39232276;10.61251688
MN;Rodigo;Rodigo;12.01.2016;Conducibilità elettrica a 20°C;677;45.19919384;10.67899451
PV;Mezzana Bigli;Mezzana Bigli;25.08.2016;Conducibilità elettrica a 20°C;382;45.07260892;8.902980204
LC;Cortenova;Cortenova;12.04.2016;Conducibilità elettrica a 20°C;324;46.01061833;9.37153869
CO;Gera Lario;Gera Lario;20.01.2016;pH;8.1;46.14975406;9.4128793
PV;Bornasco;Pontelungo/Lardirago;11.02.2016;Conducibilità elettrica a 20°C;503.2;45.27445039;9.226293022
VA;Lonate Pozzolo;Lonate Pozzolo;10.10.2016;Conducibilità elettrica a 20°C;223.2;45.58952943;8.704542828
SO;Villa di Tirano;Villa di Tirano;16.05.2016;pH;8.9;46.18771161;10.12897716
BG;Osio Sopra;Osio sopra;20.06.2016;pH;8.2;45.63320642;9.563402141
BG;Credaro;Credaro;10.08.2016;Temperatura acqua;19.9;45.65067099;9.922542116
LO;Crespiatica;Crespiatica;15.11.2016;pH;7.84;45.34170192;9.5621899
BS;Bovegno;Bovegno;14.06.2016;Conducibilità elettrica a 20°C;148.5;45.78141995;10.26320925
VA;SESTO CALENDE;Sesto Calende;08.06.2016;Ossigeno disciolto;8.8;45.73729814;8.647854905
CO;Claino con Osteno;Claino  con Osteno;15.02.2016;Ossigeno disciolto;12;46.00680971;9.08536192
MI;Parabiago;Parabiago;13.12.2016;Ossigeno disciolto;12.16;45.55979595;8.962473633
BG;Osio Sopra;Osio sopra;29.11.2016;Escherichia coli;1840;45.63320642;9.563402141
MN;Roncoferraro;Roncoferraro;06.04.2016;Conducibilità elettrica a 20°C;492.6;45.08465138;10.95326725
PV;Bereguardo;Bereguardo;04.10.2016;Conducibilità elettrica a 20°C;223.8;45.23467838;9.007681969
SO;Sondrio;Sondrio;05.10.2016;Ossigeno disciolto;11.9;46.16269333;9.853352103
BG;Filago;Filago;22.03.2016;Temperatura acqua;13.3;45.63110708;9.550936465
BG;Trescore Balneario;Trescore Balneario;27.01.2016;Conducibilità elettrica a 20°C;;45.70628523;9.82993221
MI;San Donato Milanese;S. Donato Milanese;23.02.2016;Conducibilità elettrica a 20°C;684;45.40837714;9.269981843
MN;Rodigo;Rodigo;01.03.2016;Ossigeno disciolto;8.84;45.19919384;10.67899451
BS;Capriolo;Capriolo;03.02.2016;pH;7.49;45.64785076;9.916207463
MN;Rodigo;Rodigo;04.04.2016;pH;7.96;45.17891548;10.68253423
MI;Truccazzano;Trucazzano;20.01.2016;Temperatura acqua;10.11;45.46825292;9.443553627
CR;Cremona;Cremona;11.10.2016;Ossigeno disciolto;9.9;45.12835471;9.994733459
SO;Bormio;Bormio;03.02.2016;Conducibilità elettrica a 20°C;336;46.45874895;10.35920475
SO;Villa di Tirano;Villa di Tirano;27.06.2016;Conducibilità elettrica a 20°C;175;46.18771161;10.12897716
CR;Piadena;Piadena;12.12.2016;Temperatura acqua;5.9;45.12550073;10.39306692
SO;Mese;Mese;16.02.2016;Ossigeno disciolto;11.1;46.31499122;9.387627003
MB;USMATE VELATE;Lomagna/Usmate;25.01.2016;pH;7.9;45.66239945;9.368567638
MI;Lainate;Lainate;12.04.2016;Conducibilità elettrica a 20°C;1112;45.55034016;9.020577872
BG;Albino;Albino;03.11.2016;Escherichia coli;1200;45.76228151;9.815717064
MN;Roncoferraro;Roncoferraro;20.04.2016;Ossigeno disciolto;7.7;45.12130166;11.0197439
MI;Rho;Rho;08.06.2016;Ossigeno disciolto;8.81;45.5262084;9.019838765
CR;Pizzighettone;Pizzighettone;21.03.2016;Escherichia coli;2400;45.20654984;9.811291315
SO;VALDIDENTRO;Valdidentro;01.03.2016;Temperatura acqua;5;46.48229357;10.33152062
SO;Grosio;Grosio;03.02.2016;pH;8.4;46.33672377;10.2507246
PV;Ponte Nizza;Ponte Nizza;14.06.2016;Temperatura acqua;18.6;44.85070902;9.097973417
SO;Valdisotto;Valdisotto;14.11.2016;Escherichia coli;900;46.42428487;10.35509431
PV;Mezzana Bigli;Mezzana Bigli;02.02.2016;Conducibilità elettrica a 20°C;347.5;45.07260892;8.902980204
SO;Berbenno di Valtellina;Berbenno;03.03.2016;Conducibilità elettrica a 20°C;222;46.1592963;9.743080004
PV;Zinasco;Zinasco;11.10.2016;Ossigeno disciolto;9;45.12143547;9.026611015
MN;Ponti sul Mincio;Ponti sul Mincio;17.05.2016;pH;8.17;45.39498245;10.70507601
MN;Sabbioneta;Sabbioneta;06.12.2016;Conducibilità elettrica a 20°C;970;44.9838967;10.50310913
CR;Cremona;Cremona;18.05.2016;pH;7.43;45.1638098;10.04137355
PV;Pieve Porto Morone;Pieve Porto Morone;21.06.2016;Temperatura acqua;20.31;45.10485092;9.411974539
PV;Voghera;Voghera;09.02.2016;Temperatura acqua;5.89;44.95976439;9.016392961
PV;Pavia;Pavia;12.01.2016;pH;7.88;45.18056556;9.153280587
BG;Albino;Albino;06.09.2016;Conducibilità elettrica a 20°C;550;45.76228151;9.815717064
LO;San Martino in Strada;S. Martino in Strada;24.03.2016;Conducibilità elettrica a 20°C;222;45.26380011;9.541189189
CR;Capergnanica;Capergnanica;29.06.2016;Conducibilità elettrica a 20°C;464;4.542679079;9.455679281
MI;Trezzo sull'Adda;Trezzo dAdda;16.02.2016;Conducibilità elettrica a 20°C;181;45.60216987;9.529956696
BS;Fiesse;Fiesse;20.06.2016;Escherichia coli;1100;45.23204733;10.3161738
BS;Capriolo;Capriolo;03.02.2016;Temperatura acqua;11;45.64785076;9.916207463
PV;Ponte Nizza;Ponte Nizza;27.09.2016;Ossigeno disciolto;8.04;44.85070902;9.097973417
PV;Mezzana Bigli;Mezzana Bigli;12.05.2016;Escherichia coli;;45.07260892;8.902980204
CR;Rivarolo del Re ed Uniti;Rivarolo del Re;14.03.2016;Ossigeno disciolto;5.9;45.04402746;10.43434861
PV;Bereguardo;Bereguardo;30.11.2016;pH;8.19;45.23467838;9.007681969
SO;Samolaco;Samolaco;31.08.2016;Conducibilità elettrica a 20°C;142;46.24016414;9.408435702
CR;Piadena;Piadena;22.06.2016;Ossigeno disciolto;4.01;45.13274124;10.39428604
CR;Piadena;Piadena;12.07.2016;pH;7;45.12550073;10.39306692
BS;Gussago;Gussago;06.09.2016;Temperatura acqua;22.3;45.55344624;10.14517414
MI;Abbiategrasso;Abbiategrasso;10.02.2016;Temperatura acqua;10.1;45.38694025;8.859205589
PV;Mezzana Bigli;Mezzana Bigli;14.04.2016;Temperatura acqua;15.63;45.07260892;8.902980204
LO;Santo Stefano Lodigiano;S. Stefano Lodigiano;11.02.2016;Ossigeno disciolto;9.87;45.10578654;9.736683697
MI;PADERNO DUGNANO;Paderno Dugnano;15.12.2016;Ossigeno disciolto;11.87;45.53817049;9.182187817
LC;Lecco;Lecco;20.06.2016;pH;8.5;45.87648791;9.428828766
CR;Castelvisconti;Castelvisconti;05.12.2016;Conducibilità elettrica a 20°C;390;45.31860075;9.949348223
BG;Bonate Sotto;Bonate Sotto;22.03.2016;Temperatura acqua;8.9;45.6682706;9.571200383
LO;Sant'Angelo Lodigiano;Sant.Angelo Lodigiano;16.03.2016;pH;7.58;45.24315479;9.41462148
MI;San Giuliano Milanese;S. Giuliano Milanese;23.08.2016;Temperatura acqua;21.42;45.36542906;9.317839419
CO;Bellagio;Bellagio;16.02.2016;Escherichia coli;4800;45.97596038;9.248468123
LO;Sant'Angelo Lodigiano;Sant.Angelo Lodigiano;20.04.2016;Ossigeno disciolto;4.91;45.24315479;9.41462148
BS;Vestone;Vestone;14.03.2016;Escherichia coli;9804;45.70196251;10.38720124
MN;Mantova;Mantova;06.04.2016;Ossigeno disciolto;11.48;45.12698879;10.84319471
MI;Parabiago;Parabiago;07.04.2016;Temperatura acqua;16.91;45.55979595;8.962473633
CR;Genivolta;Genivolta;09.02.2016;Temperatura acqua;10.2;45.33429464;9.851489737
MI;San Giuliano Milanese;S. Giuliano Milanese;29.03.2016;Ossigeno disciolto;10.16;45.36542906;9.317839419
LC;Cortenova;Cortenova;07.11.2016;Escherichia coli;600;46.01061833;9.37153869
MN;Volta Mantovana;Volta mantovana;24.08.2016;Temperatura acqua;;45.31067948;10.70206972
VA;Varese;Varese;09.02.2016;Ossigeno disciolto;10;45.81982826;8.851945308
BG;Mozzanica;Mozzanica;11.08.2016;Temperatura acqua;17.7;45.48342714;9.709313014
SO;Lovero;Lovero;18.01.2016;Ossigeno disciolto;10.83;46.2365307;10.22549934
BG;Albino;Albino;10.02.2016;Conducibilità elettrica a 20°C;;45.76228151;9.815717064
MN;Volta Mantovana;Volta mantovana;16.06.2016;Conducibilità elettrica a 20°C;258;45.31067948;10.70206972
MN;Ceresara;Ceresara;03.11.2016;Conducibilità elettrica a 20°C;557;45.27174902;10.57124709
BG;Osio Sopra;Osio sopra;29.11.2016;Ossigeno disciolto;12.17;45.63320642;9.563402141
LC;Cortenova;Cortenova;12.09.2016;Ossigeno disciolto;10.3;46.01061833;9.37153869
CO;Limido Comasco;Limido Comasco;11.02.2016;Conducibilità elettrica a 20°C;102;45.69018562;8.971558503
MI;Baranzate;Baranzate;06.09.2016;Temperatura acqua;23.68;45.53085857;9.103298865
MI;San Donato Milanese;S. Donato Milanese;23.08.2016;Ossigeno disciolto;7.88;45.40837714;9.269981843
BS;Bovegno;Bovegno;14.06.2016;Temperatura acqua;11;45.79403349;10.27661851
SO;Aprica;Aprica;10.08.2016;Escherichia coli;30000;46.14876857;10.13044675
LC;Bellano;Bellano;12.01.2016;Conducibilità elettrica a 20°C;343;46.04200977;9.298703771
MN;Viadana;Viadana;09.06.2016;pH;8;44.9121599;10.53632845
CR;Genivolta;Genivolta;03.03.2016;Ossigeno disciolto;9.82;45.33429464;9.851489737
SO;Teglio;Teglio;08.02.2016;Ossigeno disciolto;10.4;46.1617636;10.09962663
PV;Spessa;Arena Po;06.10.2016;Escherichia coli;;45.10434652;9.347170943
CO;Porlezza;Porlezza;29.11.2016;Ossigeno disciolto;12.6;46.030915;9.130199216
SO;Bormio;Bormio;20.09.2016;Temperatura acqua;10.2;46.45874895;10.35920475
PV;San Zenone al Po;S. Zenone Po;10.05.2016;Ossigeno disciolto;8.79;45.10888783;9.363088336
VA;Germignaga;Germignaga;05.07.2016;Ossigeno disciolto;9;45.9913793;8.734260723
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;19.01.2016;Conducibilità elettrica a 20°C;275;45.13385186;9.843035618
MI;Legnano;Legnano;12.07.2016;Temperatura acqua;22.9;45.58927075;8.920712912
SO;Lovero;Lovero;01.12.2016;Conducibilità elettrica a 20°C;155;46.2365307;10.22549934
LO;Lodi Vecchio;Lodi Vecchio;28.04.2016;pH;7.87;45.30149452;9.410275883
BS;Artogne;Artogne;20.06.2016;Temperatura acqua;13;45.84735859;10.15973814
MI;Casarile;Casarile;10.05.2016;pH;7.77;45.31478577;9.107332194
MN;Ponti sul Mincio;Ponti sul Mincio;09.02.2016;pH;8.7;45.39498245;10.70507601
MI;Peschiera Borromeo;Peschiera Borromeo;27.01.2016;Conducibilità elettrica a 20°C;394;45.44448215;9.266649819
CO;Menaggio;Menaggio;03.10.2016;Conducibilità elettrica a 20°C;246;46.02353305;9.241460431
BG;Seriate;Seriate;27.09.2016;Ossigeno disciolto;10.3;45.67955117;9.724501967
PV;Borgo Priolo;Borgo Priolo;14.01.2016;pH;7.76;44.97126911;9.157922151
PV;Bornasco;Pontelungo/Lardirago;30.11.2016;pH;7.63;45.27445039;9.226293022
MN;Castellucchio;Castellucchio;04.07.2016;pH;8.4;45.14714103;10.66220016
BS;Artogne;Artogne;16.03.2016;Escherichia coli;;45.84735859;10.15973814
MI;Milano;Milano;29.06.2016;Ossigeno disciolto;9.23;45.51116414;9.254112095
BG;San Pellegrino Terme;S. Pellegrino Terme;21.11.2016;Temperatura acqua;8.4;45.84307092;9.66893063
VA;Lonate Pozzolo;Lonate Pozzolo;05.12.2016;Temperatura acqua;10.9;45.58952943;8.704542828
BG;Albino;Albino;01.08.2016;Conducibilità elettrica a 20°C;504;45.76228151;9.815717064
BS;Edolo;Edolo;22.03.2016;Temperatura acqua;5.5;46.17146257;10.30431893
BS;Pisogne;Pisogne;18.10.2016;Temperatura acqua;11;45.81030494;10.10798848
CO;Dosso del Liro;Consiglio di Rumo;04.10.2016;Escherichia coli;0;46.16975106;9.234483574
CR;Cremona;Cremona;18.10.2016;pH;7.7;45.1638098;10.04137355
BS;Toscolano - Maderno;Toscolano Maderno;13.06.2016;Temperatura acqua;14.3;45.65797043;10.61036285
PV;Bornasco;Pontelungo/Lardirago;11.02.2016;Temperatura acqua;5.42;45.27445039;9.226293022
MN;Rodigo;Rodigo;19.04.2016;Ossigeno disciolto;8.22;45.19919384;10.67899451
BG;Brembate di Sopra;Brembate Sopra;13.06.2016;Ossigeno disciolto;10.6;45.71022021;9.587687711
BG;Palosco;Palosco;08.08.2016;Temperatura acqua;20.1;45.58684179;9.845169363
BG;Sarnico;Sarnico;21.06.2016;Ossigeno disciolto;9.66;45.66554627;9.941657317
MB;USMATE VELATE;Lomagna/Usmate;09.02.2016;Conducibilità elettrica a 20°C;472;45.66239945;9.368567638
BG;Palosco;Palosco;26.09.2016;Escherichia coli;520;45.58684179;9.845169363
VA;Lonate Pozzolo;Lonate Pozzolo;09.08.2016;Temperatura acqua;23.3;45.58952943;8.704542828
CR;Cremona;Cremona;09.08.2016;Temperatura acqua;21.7;45.1638098;10.04137355
LO;Lodi Vecchio;Lodi Vecchio;28.01.2016;Ossigeno disciolto;6.86;45.30149452;9.410275883
LO;Castiraga Vidardo;Castiraga Vidardo;24.08.2016;pH;8.08;45.25707816;9.394866059
VA;Ferrera di Varese;Ferrera di Varese;13.12.2016;Temperatura acqua;6.7;45.93653198;8.776872768
CR;GABBIONETA BINANUOVA;Gabbioneta Binanuova;08.06.2016;Escherichia coli;1100;45.24028145;10.17445054
VA;Golasecca;Golasecca;10.10.2016;Conducibilità elettrica a 20°C;155.3;45.70554447;8.654411314
CR;Gerre de' Caprioli;Gerre de' Caprioli;20.09.2016;Temperatura acqua;18.7;45.1056343;10.03584157
VA;Brebbia;Brebbia;06.07.2016;pH;8;45.84129999;8.634064328
BG;Brembate di Sopra;Brembate Sopra;15.03.2016;Conducibilità elettrica a 20°C;307;45.71022021;9.587687711
MN;Moglia;Moglia;06.04.2016;pH;8.16;44.96139934;10.95440339
PV;Pieve del Cairo;Pieve del Cairo;22.12.2016;Conducibilità elettrica a 20°C;478.5;45.04679037;8.819637998
CO;Bulgarograsso;Bulgarograsso;12.10.2016;Escherichia coli;9300;45.74484845;9.015638639
CR;Cicognolo;Cigognolo;09.03.2016;Ossigeno disciolto;10.73;45.16406522;10.20984498
SO;Teglio;Teglio;10.08.2016;Temperatura acqua;9.2;46.07890888;10.12313459
MN;BORGO VIRGILIO;Borgo Virgilio;06.10.2016;pH;8;45.05611677;10.74069972
LC;Lecco;Lecco;11.08.2016;pH;8.5;45.87556513;9.428864706
PV;Stradella;Stradella;15.12.2016;pH;7.5;45.07547411;9.307866342
BS;Sarezzo;Sarezzo;12.09.2016;pH;8.5;45.64680034;10.20210762
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;10.11.2016;pH;7.9;45.23473967;9.481811677
VA;SESTO CALENDE;Sesto Calende;03.02.2016;Temperatura acqua;8.6;45.73729814;8.647854905
CR;Pizzighettone;Pizzighettone;12.04.2016;Temperatura acqua;14.5;45.1815935;9.781335134
LC;Lecco;Lecco;06.09.2016;Conducibilità elettrica a 20°C;417;45.85266511;9.397363338
MN;Roncoferraro;Roncoferraro;18.10.2016;Conducibilità elettrica a 20°C;448.2;45.08465138;10.95326725
LO;Fombio;Fombio;02.02.2016;Conducibilità elettrica a 20°C;476;45.12301134;9.686113235
LO;Montanaso Lombardo;Montanaso Lombardo;21.06.2016;Ossigeno disciolto;7.1;45.33940456;9.486785435
BG;Bonate Sopra;Bonate Sopra;18.10.2016;Conducibilità elettrica a 20°C;439;45.67740488;9.5624339
SO;Livigno;Livigno;09.08.2016;pH;8.6;46.55392603;10.13666653
MN;Porto Mantovano;Porto Mantovano;23.08.2016;Ossigeno disciolto;9.6;45.23503034;10.8005307
MI;Rho;Rho;08.03.2016;Temperatura acqua;8.4;45.52203114;9.051016485
PV;Travacò Siccomario;Travacò  Siccomario;06.09.2016;Temperatura acqua;21.34;45.15944584;9.190502633
MI;Vizzolo Predabissi;Vizzolo Predabissi;27.01.2016;Conducibilità elettrica a 20°C;454;45.36827554;9.335963042
SO;Montagna in Valtellina;Montagna Valt.;08.02.2016;pH;8.6;46.16757952;9.90381766
PV;Mezzanino;Mezzanino;07.06.2016;Temperatura acqua;19.69;45.12766868;9.196498936
PV;Zinasco;Zinasco;02.02.2016;Escherichia coli;;45.12143547;9.026611015
LC;Pasturo;Pasturo;22.06.2016;Conducibilità elettrica a 20°C;375;45.93066903;9.432108288
BG;Palosco;Palosco;15.11.2016;Escherichia coli;240;45.58284327;9.835674785
BG;Ardesio;Ardesio;07.06.2016;Temperatura acqua;11.7;45.94714101;9.923582351
LO;Fombio;Fombio;03.08.2016;pH;7.89;45.12301134;9.686113235
BG;Valbrembo;Valbrembo;05.12.2016;Ossigeno disciolto;11.8;45.71247094;9.60479919
BG;San Pellegrino Terme;S. Pellegrino Terme;14.03.2016;Temperatura acqua;7;45.84307092;9.66893063
MB;Lesmo;Lesmo;05.07.2016;pH;8.29;45.63505181;9.299078398
MB;Briosco;Briosco;03.03.2016;Escherichia coli;17329;45.72303107;9.239228845
BS;Barghe;Barghe;14.03.2016;Ossigeno disciolto;;45.68847396;10.40018509
CR;Corte de' Frati;Corte  de Frati;12.10.2016;Ossigeno disciolto;10.5;45.20802867;10.10960784
SO;TIRANO;Tirano;03.02.2016;Ossigeno disciolto;9.9;46.2163726;10.17292022
VA;Luino;Luino;17.10.2016;Ossigeno disciolto;9.33;45.99451536;8.74411052
MI;Abbiategrasso;Abbiategrasso;09.03.2016;Escherichia coli;5172;45.38694025;8.859205589
MN;Viadana;Viadana;06.10.2016;Escherichia coli;4000;45.02236158;10.63218297
PV;Bornasco;Pontelungo/Lardirago;10.03.2016;Temperatura acqua;9.13;45.27445039;9.226293022
CO;Como;Como;08.03.2016;Ossigeno disciolto;8.8;45.81351622;9.074313541
LC;Lecco;Lecco;16.11.2016;Escherichia coli;250000;45.85266511;9.397363338
MN;Marcaria;Marcaria;12.12.2016;Ossigeno disciolto;9.91;45.04117454;10.65100133
CR;Rivarolo del Re ed Uniti;Rivarolo del Re;17.02.2016;Conducibilità elettrica a 20°C;620;45.04402746;10.43434861
MN;Viadana;Viadana;14.09.2016;Escherichia coli;100;44.9121599;10.53632845
CR;Pizzighettone;Pizzighettone;19.05.2016;pH;7.1;45.20654984;9.811291315
CR;Sesto ed Uniti;Sesto ed Uniti;16.06.2016;pH;6.97;45.16279089;9.956893957
LC;Bellano;Bellano;18.02.2016;Temperatura acqua;8.2;46.04200977;9.298703771
PV;Bressana Bottarone;Bressana Bottarone;08.03.2016;Escherichia coli;1600;45.07978335;9.12416944
CR;Crema;Crema;22.11.2016;pH;8.87;45.37134103;9.696824055
BG;Nembro;Nembro;06.06.2016;pH;8;45.75010831;9.780312514
BG;Valnegra;Valnegra;09.06.2016;Conducibilità elettrica a 20°C;89;45.94948173;9.692930758
SO;Lovero;Lovero;04.04.2016;Ossigeno disciolto;9.2;46.2365307;10.22549934
MN;Canneto sull'Oglio;Canneto sullOglio;23.06.2016;Conducibilità elettrica a 20°C;492;45.17949689;10.31377407
LO;Santo Stefano Lodigiano;S. Stefano Lodigiano;11.02.2016;Escherichia coli;;45.10578654;9.736683697
MN;Rodigo;Rodigo;12.01.2016;Escherichia coli;2000;45.19919384;10.67899451
PV;Zinasco;Zinasco;02.02.2016;pH;7.27;45.12143547;9.026611015
LC;Lecco;Lecco;27.07.2016;Conducibilità elettrica a 20°C;369;45.85266511;9.397363338
LO;Crespiatica;Crespiatica;15.12.2016;Ossigeno disciolto;9.93;45.34170192;9.5621899
MN;Canneto sull'Oglio;Canneto SullOglio;14.07.2016;Ossigeno disciolto;;45.15644252;10.41260642
VA;Cassano Magnago;Cassano Magnago;03.02.2016;Ossigeno disciolto;9;45.67928433;8.806454833
MI;Locate di Triulzi;Locate triulzi;26.01.2016;Escherichia coli;;45.35912993;9.202830047
MN;Volta Mantovana;Volta mantovana;06.07.2016;Ossigeno disciolto;;45.31067948;10.70206972
BG;Mornico al Serio;Mornico al Serio;14.07.2016;pH;;45.58439844;9.808678961
CR;Cicognolo;Cigognolo;03.08.2016;Ossigeno disciolto;8.04;45.16406522;10.20984498
MN;Sabbioneta;Sabbioneta;05.04.2016;pH;8.34;44.9838967;10.50310913
BG;Trescore Balneario;Trescore Balneario;27.01.2016;Ossigeno disciolto;8.81;45.70628523;9.82993221
MN;Volta Mantovana;Volta mantovana;10.10.2016;pH;7.69;45.31067948;10.70206972
VA;Lonate Pozzolo;Lonate Pozzolo;05.04.2016;Temperatura acqua;12;45.58952943;8.704542828
MN;Moglia;Moglia;12.10.2016;Conducibilità elettrica a 20°C;1382;44.96139934;10.95440339
BS;Berzo Inferiore;Berzo Inferiore;09.11.2016;Temperatura acqua;2.6;45.926243;10.28228649
MI;Abbiategrasso;Abbiategrasso;09.03.2016;Conducibilità elettrica a 20°C;548;45.38694025;8.859205589
BS;Bedizzole;Bedizzole;29.11.2016;Escherichia coli;185;45.49181411;10.42926423
MN;Ceresara;Ceresara;04.07.2016;Temperatura acqua;22.5;45.27174902;10.57124709
VA;Cazzago Brabbia;Cazzago Brabbia;14.01.2016;Ossigeno disciolto;7.4;45.79802582;8.716571343
MN;Gazzuolo;Gazzuolo;14.09.2016;Temperatura acqua;25.9;45.04432064;10.59433446
SO;Valdidentro;Valdidentro;14.11.2016;Temperatura acqua;4.6;46.4894348;10.35938285
BG;Albino;Albino;06.09.2016;Conducibilità elettrica a 20°C;422;45.75718089;9.798798354
VA;LAVENO MOMBELLO;Laveno Mombello;23.11.2016;Ossigeno disciolto;10.5;45.90494569;8.623978066
BS;Cazzago San Martino;Cazzago S. Martino;22.06.2016;pH;7.6;45.53262149;10.04315858
PV;Spessa;Arena Po;06.12.2016;Conducibilità elettrica a 20°C;345;45.10434652;9.347170943
BG;Pontida;Pontida;17.10.2016;Ossigeno disciolto;10.58;45.73578066;9.449268584
LO;Orio Litta;Orio Litta;19.10.2016;Conducibilità elettrica a 20°C;455;45.16557812;9.532104418
MI;Locate di Triulzi;Locate triulzi;23.02.2016;pH;7.61;45.35912993;9.202830047
PV;Mezzana Bigli;Mezzana Bigli;12.05.2016;Temperatura acqua;15.52;45.07260892;8.902980204
BG;Pontida;Pontida;15.06.2016;Temperatura acqua;14.9;45.73578066;9.449268584
BS;Gottolengo;Gottolengo;20.09.2016;Ossigeno disciolto;8.4;45.320246;10.28509046
MN;Canneto sull'Oglio;Canneto SullOglio;14.09.2016;Escherichia coli;1421;45.15644252;10.41260642
LC;Vercurago;Vercurago;05.04.2016;Ossigeno disciolto;11;45.808031;9.41768829
PV;Pieve Albignola;Pieve Albignola;14.09.2016;Temperatura acqua;19;45.08636505;8.970125978
BS;Gavardo;Gavardo;28.11.2016;Temperatura acqua;9.7;45.59145363;10.44006204
VA;Ferrera di Varese;Ferrera di Varese;13.12.2016;Conducibilità elettrica a 20°C;299;45.93653198;8.776872768
SO;VALDIDENTRO;Valdidentro;09.08.2016;pH;8.5;46.48229357;10.33152062
BG;Castro;Castro;09.11.2016;Temperatura acqua;8.53;45.8019241;10.06273134
PV;Vigevano;Vigevano;11.10.2016;Ossigeno disciolto;9.1;45.2923226;8.81754532
MI;Truccazzano;Trucazzano;15.06.2016;Escherichia coli;51720;45.46825292;9.443553627
CO;Cernobbio;Cernobbio;06.12.2016;Ossigeno disciolto;11.6;45.83498456;9.072982762
MI;San Giuliano Milanese;S. Giuliano Milanese;23.02.2016;Conducibilità elettrica a 20°C;711;45.36542906;9.317839419
