Data,Codice campione,Codice sito di monitoraggio,Nome sito di monitoraggio,Codice corpo idrico,Nome corpo idrico,Coordinate x [ED-50],Coordinate y [ED-50],LIMeco,Classe LIMeco,pH,Solidi sospesi totali ,Conducibilità,Durezza ,Ammoniaca non ionizzata ,Ammoniaca totale ,Azoto ammoniacale ,Azoto nitrico ,Fosfati,Fosforo totale ,E. coli ,Ossigeno disciolto  ,Ossigeno disciolto a saturazione ,Tipo di protocollo analitico
,,,,,,,,,,[-Log [H+]],[mg/L],[µS/cm],[mg/L CaCO3], [mg/L NH3],[mg/L NH4],[mg/L N-NH4],[mg/L N-NO3],[µg/L P-PO4],[µg/L],[u.f.c./100 mL],[mg/L],[%],
23/8/2023,C202303812,DBL070,Equilivaz,07va,Dora Baltea,352940,5064514,"0,63",Buono,"7,87",267,"137,1",71,,,0.08,"0,15",3.3,794,6100,"9,85","95,99",PARAMETRI DI BASE
25/9/2023,C202304225,DBL070,Equilivaz,07va,Dora Baltea,352940,5064514,,,"8,2",,,124,,,,,,,,,,METALLI
23/10/2023,C202304884,DBL070,Equilivaz,07va,Dora Baltea,352940,5064514,"0,88",Elevato,"8,12","28,5","285,2",146,,,0.08,"0,21",3.3,"39,1",11000,"10,34","93,3",PARAMETRI DI BASE
20/11/2023,C202305373,DBL070,Equilivaz,07va,Dora Baltea,352940,5064514,,,"8,09",,,110,,,,,,,,,,METALLI
18/12/2023,C202305773,DBL070,Equilivaz,07va,Dora Baltea,352940,5064514,,,"8,04",,,162,,,,,,,,,,METALLI
20/1/2010,C201000143,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,81",Elevato,"8,13","8,2","462,6","237,7",,,"0,07","0,43",30.0,"35,3",19000,12,"92,7",PARAMETRI DI BASE
23/2/2010,C201000582,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,66",Elevato,"8,14",9,"504,6","235,7",,,"0,16","0,42",30.0,"68,5",11000,"11,22","90,9",PARAMETRI DI BASE
18/3/2010,C201000961,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,09","12,1","266,6","137,6",,,0.01,"0,24",30.0,"24,6",1500,"11,94",92,PARAMETRI DI BASE
15/4/2010,C201001351,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,06","5,3","226,9","106,2",,,0.01,"0,36",30.0,"12,5",2000,"11,98",100,PARAMETRI DI BASE
19/5/2010,C201001862,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"7,81","19,9","176,1","88,9",,,0.01,"0,32",30.0,"13,2",1000,"10,96","96,9",PARAMETRI DI BASE
21/6/2010,C201002369,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,16",33,194,"103,4",,,0.01,"0,21",30.0,"31,2",4100,"11,15","98,7",PARAMETRI DI BASE
13/7/2010,C201002751,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,81",Elevato,"8,08","163,2","135,4","70,9",,,0.01,"0,17",96,"192,3",14000,"11,25","96,4",PARAMETRI DI BASE
18/8/2010,C201003350,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,07","25,4","173,3","91,41",,,"0,03","0,18",30.0,"12,5",6000,"10,33","97,6",PARAMETRI DI BASE
15/9/2010,C201003742,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,1","15,2","155,1","87,4",,,0.01,"0,15",30.0,35,2600,"10,71","99,1",PARAMETRI DI BASE
17/11/2010,C201004792,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,75",Elevato,"8,1","74,8","353,9",189,,,"0,04","0,29",30.0,"53,1",8300,"11,44",100,PARAMETRI DI BASE
20/12/2010,C201005391,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,78",Elevato,"8,1","1,9","370,9",150,,,"0,17","0,44",30.0,"34,2",20000,"12,46","96,3",PARAMETRI DI BASE
13/1/2011,C201100136,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,1","2,2","254,2",125,,,0.01,"0,26","8,7","15,8",3800,"12,35",100,PARAMETRI DI BASE
9/2/2011,C201100678,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,1","1,8","232,8",123,,,"0,04","0,23","4,9","15,1",1400,"12,83",100,PARAMETRI DI BASE
9/3/2011,C201101002,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,81",Elevato,"8,1","0,5","438,9",216,,,"0,12","0,59","17,7","37,5",20000,"12,78",100,PARAMETRI DI BASE
13/4/2011,C201101537,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,8,"18,2","167,2",83,,,0.01,"0,26","9,9","39,9",3300,"11,84","98,7",PARAMETRI DI BASE
10/5/2011,C201102005,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,1",76,"164,4",87,,,0.01,"0,21","18,4","47,8",2500,"10,92","98,5",PARAMETRI DI BASE
21/6/2011,C201102699,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,1","51,6","163,5",83,,,0.01,"0,19","48,4","54,5",2900,"10,71",98,PARAMETRI DI BASE
6/7/2011,C201102861,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,1","66,2","151,9",81,,,0.01,"0,17","29,6","74,8",1900,"10,38","98,2",PARAMETRI DI BASE
10/8/2011,C201103386,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,63",Buono,"8,2","29,6","190,9",103,,,"0,03","0,2","11,6","51,4",7900,"10,74","89,9",PARAMETRI DI BASE
6/9/2011,C201103767,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,1",86,"164,9",87,,,0.01,"0,17",65,"72,7",4100,"10,64","91,7",PARAMETRI DI BASE
24/10/2011,C201104575,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,8,"3,8","316,8",168,,,"0,05","0,36","13,5","20,2",7500,"11,4","99,1",PARAMETRI DI BASE
15/11/2011,C201104945,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,81",Elevato,"8,1","2,2","293,8",147,,,"0,1","0,45","16,1","29,8",10000,"11,81","97,8",PARAMETRI DI BASE
5/12/2011,C201105352,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,66",Elevato,"8,1","39,6",278,138,,,"0,13","0,32","36,8","85,3",70000,"11,07","92,1",PARAMETRI DI BASE
11/1/2012,C201200075,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,1","15,4","247,9",120,,,"0,05","0,25","23,9","27,6",2000,"12,78","96,7",PARAMETRI DI BASE
9/2/2012,C201200425,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,1","22,5","350,5","175,9",,,"0,06","0,3","4,5","20,8",12000,"12,82","99,5",PARAMETRI DI BASE
8/3/2012,C201200865,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,1","1,3","398,3",201,,,"0,05","0,45",11,"21,9",10000,"11,62","99,8",PARAMETRI DI BASE
4/4/2012,C201201271,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,69",Elevato,8,"6,3","204,8",110,,,"0,08","0,26","3,5","20,5",8500,"10,33","89,4",PARAMETRI DI BASE
7/5/2012,C201201683,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,1","12,1","212,9",112,,,0.01,"0,27",8,"17,1",5000,"10,94","98,9",PARAMETRI DI BASE
12/6/2012,C201202150,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,1","35,6","161,6",86,,,0.01,"0,18","52,4","90,3",4300,"11,23","99,1",PARAMETRI DI BASE
10/7/2012,C201202497,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,8,"44,6","153,2",74,,,0.01,"0,16","23,9","67,2",8500,"10,87",100,PARAMETRI DI BASE
9/8/2012,C201202985,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,8,"50,2","185,8",82,,,0.01,"0,18","39,7","64,2",24000,"10,82","96,1",PARAMETRI DI BASE
6/9/2012,C201203325,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,3","25,6","167,1",92,,,0.01,"0,16","33,1",42,1500,"11,14","97,6",PARAMETRI DI BASE
2/10/2012,C201203686,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,1",11,"191,8",105,,,"0,03","0,19","10,9","17,5",2000,"10,85",97,PARAMETRI DI BASE
6/11/2012,C201204121,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,88",Elevato,"8,2","5,1","319,9",170,,,"0,03","0,31","9,7","18,5",9000,"11,05","97,6",PARAMETRI DI BASE
5/12/2012,C201204666,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,1","2,4","284,3",130,,,0.01,"0,26","5,3","6,4",3800,"11,9","96,4",PARAMETRI DI BASE
6/2/2013,C201300329,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,2",2,"266,2",143,,,"0,02","0,3","2,6",18,2400,"12,34",100,PARAMETRI DI BASE
15/5/2013,C201301938,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"1,00",Elevato,"8,16","30,2","207,6",99,,,0.01,"0,26",1.6,"26,6",6200,"11,03","96,8",PARAMETRI DI BASE
21/8/2013,C201303893,DBL080,Leverogne,08va,Dora Baltea,356904,5063007,"0,81",Elevato,"8,07","43,8","209,4",104,,,"0,11","0,17","16,2","43,2",9000,"10,35","96,8",PARAMETRI DI BASE
