Rif Campione;Rt Data Ora Prelievo;Parametro;Unita Misura Descrizione;Segno Valore;Valore An;Revisione;Durata Campionamento Descrizione;codStaz;stazione;Latitude;Longitude
E2020000344;09.01.2020 09:55;CONDUCIBILITA' ELETTRICA;µS/cm;=;749.2;0;Istantaneo;F4.24;Roma - Fiume Arrone 2;42.03827174;12.31263349
E2020000344;09.01.2020 09:55;OSSIGENO DISCIOLTO;mg/L;=;10.73;0;Istantaneo;F4.24;Roma - Fiume Arrone 2;42.03827174;12.31263349
E2020000344;09.01.2020 09:55;pH;pH;=;8.3;0;Istantaneo;F4.24;Roma - Fiume Arrone 2;42.03827174;12.31263349
E2020000344;09.01.2020 09:55;SALINITA';PSU;=;0.4;0;Istantaneo;F4.24;Roma - Fiume Arrone 2;42.03827174;12.31263349
E2020000344;09.01.2020 09:55;TEMPERATURA ACQUA;°C;=;12.5;0;Istantaneo;F4.24;Roma - Fiume Arrone 2;42.03827174;12.31263349
E2020000345;09.01.2020 10:40;CONDUCIBILITA' ELETTRICA;µS/cm;=;715.6;0;Istantaneo;F4.23;Fiumicino - Fiume Arrone 2;41.87661829;12.21519378
E2020000345;09.01.2020 10:40;OSSIGENO DISCIOLTO;mg/L;=;11.53;0;Istantaneo;F4.23;Fiumicino - Fiume Arrone 2;41.87661829;12.21519378
E2020000345;09.01.2020 10:40;pH;pH;=;8.5;0;Istantaneo;F4.23;Fiumicino - Fiume Arrone 2;41.87661829;12.21519378
E2020000345;09.01.2020 10:40;SALINITA';PSU;=;0.3;0;Istantaneo;F4.23;Fiumicino - Fiume Arrone 2;41.87661829;12.21519378
E2020000345;09.01.2020 10:40;TEMPERATURA ACQUA;°C;=;7.3;0;Istantaneo;F4.23;Fiumicino - Fiume Arrone 2;41.87661829;12.21519378
E2020000348;09.01.2020 11:10;CONDUCIBILITA' ELETTRICA;µS/cm;=;1176;0;Istantaneo;F4.31;Fiumicino - Fosso Tre Denari 2;41.91371983;12.20126188
E2020000348;09.01.2020 11:10;OSSIGENO DISCIOLTO;mg/L;=;11.8;0;Istantaneo;F4.31;Fiumicino - Fosso Tre Denari 2;41.91371983;12.20126188
E2020000348;09.01.2020 11:10;pH;pH;=;8.3;0;Istantaneo;F4.31;Fiumicino - Fosso Tre Denari 2;41.91371983;12.20126188
E2020000348;09.01.2020 11:10;SALINITA';PSU;=;0.6;0;Istantaneo;F4.31;Fiumicino - Fosso Tre Denari 2;41.91371983;12.20126188
E2020000348;09.01.2020 11:10;TEMPERATURA ACQUA;°C;=;8.9;0;Istantaneo;F4.31;Fiumicino - Fosso Tre Denari 2;41.91371983;12.20126188
E2020000346;09.01.2020 11:45;CONDUCIBILITA' ELETTRICA;µS/cm;=;603.1;0;Istantaneo;F4.22;Ladispoli - Fosso Vaccina 2;41.9517845;12.07295089
E2020000346;09.01.2020 11:45;OSSIGENO DISCIOLTO;mg/L;=;9.89;0;Istantaneo;F4.22;Ladispoli - Fosso Vaccina 2;41.9517845;12.07295089
E2020000346;09.01.2020 11:45;pH;pH;=;8.3;0;Istantaneo;F4.22;Ladispoli - Fosso Vaccina 2;41.9517845;12.07295089
E2020000346;09.01.2020 11:45;SALINITA';PSU;=;0.3;0;Istantaneo;F4.22;Ladispoli - Fosso Vaccina 2;41.9517845;12.07295089
E2020000346;09.01.2020 11:45;TEMPERATURA ACQUA;°C;=;9.3;0;Istantaneo;F4.22;Ladispoli - Fosso Vaccina 2;41.9517845;12.07295089
E2020000347;09.01.2020 12:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;734.2;0;Istantaneo;F4.65;Cerveteri - Fosso Sanguinara 1;41.96027438;12.09745806
E2020000347;09.01.2020 12:00;OSSIGENO DISCIOLTO;mg/L;=;9.99;0;Istantaneo;F4.65;Cerveteri - Fosso Sanguinara 1;41.96027438;12.09745806
E2020000347;09.01.2020 12:00;pH;pH;=;8.5;0;Istantaneo;F4.65;Cerveteri - Fosso Sanguinara 1;41.96027438;12.09745806
E2020000347;09.01.2020 12:00;SALINITA';PSU;=;0.3;0;Istantaneo;F4.65;Cerveteri - Fosso Sanguinara 1;41.96027438;12.09745806
E2020000347;09.01.2020 12:00;TEMPERATURA ACQUA;°C;=;8.7;0;Istantaneo;F4.65;Cerveteri - Fosso Sanguinara 1;41.96027438;12.09745806
E2020000416;10.01.2020 00:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;533.3;0;Istantaneo;F4.76;Segni - Fiume Sacco 3;41.73085253;13.04251359
E2020000414;10.01.2020 00:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;502;0;Istantaneo;F4.15;Colleferro - Fiume Sacco 2;41.75943501;12.97884722
E2020000413;10.01.2020 00:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;532;0;Istantaneo;F4.75;Olevano Romano - Fiume Sacco 1;41.83560432;13.01184289
E2020000415;10.01.2020 00:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;624;0;Istantaneo;F4.16;Colleferro - Fosso Savo (Centogocce) 2;41.76212225;12.9741077
E2020000414;10.01.2020 00:00;OSSIGENO DISCIOLTO;mg/L;=;9.8;0;Istantaneo;F4.15;Colleferro - Fiume Sacco 2;41.75943501;12.97884722
E2020000413;10.01.2020 00:00;OSSIGENO DISCIOLTO;mg/L;=;10.6;0;Istantaneo;F4.75;Olevano Romano - Fiume Sacco 1;41.83560432;13.01184289
E2020000415;10.01.2020 00:00;OSSIGENO DISCIOLTO;mg/L;=;8.8;0;Istantaneo;F4.16;Colleferro - Fosso Savo (Centogocce) 2;41.76212225;12.9741077
E2020000416;10.01.2020 00:00;OSSIGENO DISCIOLTO;mg/L;=;9.6;0;Istantaneo;F4.76;Segni - Fiume Sacco 3;41.73085253;13.04251359
E2020000414;10.01.2020 00:00;pH;pH;=;8.5;0;Istantaneo;F4.15;Colleferro - Fiume Sacco 2;41.75943501;12.97884722
E2020000415;10.01.2020 00:00;pH;pH;=;8.4;0;Istantaneo;F4.16;Colleferro - Fosso Savo (Centogocce) 2;41.76212225;12.9741077
E2020000416;10.01.2020 00:00;pH;pH;=;8.3;0;Istantaneo;F4.76;Segni - Fiume Sacco 3;41.73085253;13.04251359
E2020000413;10.01.2020 00:00;pH;pH;=;8.6;0;Istantaneo;F4.75;Olevano Romano - Fiume Sacco 1;41.83560432;13.01184289
E2020000416;10.01.2020 00:00;SALINITA';PSU;=;0.2;0;Istantaneo;F4.76;Segni - Fiume Sacco 3;41.73085253;13.04251359
E2020000414;10.01.2020 00:00;SALINITA';PSU;=;0.2;0;Istantaneo;F4.15;Colleferro - Fiume Sacco 2;41.75943501;12.97884722
E2020000413;10.01.2020 00:00;SALINITA';PSU;=;0.2;0;Istantaneo;F4.75;Olevano Romano - Fiume Sacco 1;41.83560432;13.01184289
E2020000415;10.01.2020 00:00;SALINITA';PSU;=;0.3;0;Istantaneo;F4.16;Colleferro - Fosso Savo (Centogocce) 2;41.76212225;12.9741077
E2020000415;10.01.2020 00:00;TEMPERATURA ACQUA;°C;=;5.6;0;Istantaneo;F4.16;Colleferro - Fosso Savo (Centogocce) 2;41.76212225;12.9741077
E2020000413;10.01.2020 00:00;TEMPERATURA ACQUA;°C;=;5.4;0;Istantaneo;F4.75;Olevano Romano - Fiume Sacco 1;41.83560432;13.01184289
E2020000414;10.01.2020 00:00;TEMPERATURA ACQUA;°C;=;6;0;Istantaneo;F4.15;Colleferro - Fiume Sacco 2;41.75943501;12.97884722
E2020000416;10.01.2020 00:00;TEMPERATURA ACQUA;°C;=;5.4;0;Istantaneo;F4.76;Segni - Fiume Sacco 3;41.73085253;13.04251359
E2020000520;13.01.2020 10:40;CONDUCIBILITA' ELETTRICA;µS/cm;=;1202;0;Istantaneo;F4.64;Roma, Fiume Aniene 5;41.93367984;12.53254533
E2020000520;13.01.2020 10:40;OSSIGENO DISCIOLTO;mg/L;=;12.2;0;Istantaneo;F4.64;Roma, Fiume Aniene 5;41.93367984;12.53254533
E2020000520;13.01.2020 10:40;pH;pH;=;7.2;0;Istantaneo;F4.64;Roma, Fiume Aniene 5;41.93367984;12.53254533
E2020000520;13.01.2020 10:40;SALINITA';PSU;=;584;0;Istantaneo;F4.64;Roma, Fiume Aniene 5;41.93367984;12.53254533
E2020000520;13.01.2020 10:40;TEMPERATURA ACQUA;°C;=;9.9;0;Istantaneo;F4.64;Roma, Fiume Aniene 5;41.93367984;12.53254533
E2020000517;13.01.2020 11:20;CONDUCIBILITA' ELETTRICA;µS/cm;=;413;0;Istantaneo;F1.08;Pontecorvo - Fiume Liri (a valle) 2;41.45065263;13.66673666
E2020000517;13.01.2020 11:20;OSSIGENO DISCIOLTO;mg/L;=;11.5;0;Istantaneo;F1.08;Pontecorvo - Fiume Liri (a valle) 2;41.45065263;13.66673666
E2020000517;13.01.2020 11:20;pH;pH;=;7.2;0;Istantaneo;F1.08;Pontecorvo - Fiume Liri (a valle) 2;41.45065263;13.66673666
E2020000517;13.01.2020 11:20;TEMPERATURA ACQUA;°C;=;7.2;0;Istantaneo;F1.08;Pontecorvo - Fiume Liri (a valle) 2;41.45065263;13.66673666
E2020000573;13.01.2020 11:30;CONDUCIBILITA' ELETTRICA;µS/cm;=;743;0;Istantaneo;F3.51;Pozzaglia Sabina - Fiume Turano (a monte) 1;42.15778478;13.00653834
E2020000573;13.01.2020 11:30;OSSIGENO DISCIOLTO;mg/L;=;10.73;0;Istantaneo;F3.51;Pozzaglia Sabina - Fiume Turano (a monte) 1;42.15778478;13.00653834
E2020000573;13.01.2020 11:30;pH;pH;=;8.32;0;Istantaneo;F3.51;Pozzaglia Sabina - Fiume Turano (a monte) 1;42.15778478;13.00653834
E2020000573;13.01.2020 11:30;SALINITA';PSU;=;0.31;0;Istantaneo;F3.51;Pozzaglia Sabina - Fiume Turano (a monte) 1;42.15778478;13.00653834
E2020000573;13.01.2020 11:30;TEMPERATURA ACQUA;°C;=;4.3;0;Istantaneo;F3.51;Pozzaglia Sabina - Fiume Turano (a monte) 1;42.15778478;13.00653834
E2020000521;13.01.2020 11:50;CONDUCIBILITA' ELETTRICA;µS/cm;=;913.4;0;Istantaneo;F4.06;Roma, Ponte Ripetta  - Fiume Tevere 5;41.90959101;12.47266053
E2020000521;13.01.2020 11:50;OSSIGENO DISCIOLTO;mg/L;=;9.8;0;Istantaneo;F4.06;Roma, Ponte Ripetta  - Fiume Tevere 5;41.90959101;12.47266053
E2020000521;13.01.2020 11:50;pH;pH;=;7.4;0;Istantaneo;F4.06;Roma, Ponte Ripetta  - Fiume Tevere 5;41.90959101;12.47266053
E2020000521;13.01.2020 11:50;SALINITA';PSU;=;433.4;0;Istantaneo;F4.06;Roma, Ponte Ripetta  - Fiume Tevere 5;41.90959101;12.47266053
E2020000521;13.01.2020 11:50;TEMPERATURA ACQUA;°C;=;8.6;0;Istantaneo;F4.06;Roma, Ponte Ripetta  - Fiume Tevere 5;41.90959101;12.47266053
E2020000518;13.01.2020 12:05;CONDUCIBILITA' ELETTRICA;µS/cm;=;404;0;Istantaneo;F1.09;San Giorgio a Liri - Fiume Liri (a valle) 3;41.41924664;13.77295042
E2020000518;13.01.2020 12:05;OSSIGENO DISCIOLTO;mg/L;=;10.2;0;Istantaneo;F1.09;San Giorgio a Liri - Fiume Liri (a valle) 3;41.41924664;13.77295042
E2020000518;13.01.2020 12:05;pH;pH;=;7.4;0;Istantaneo;F1.09;San Giorgio a Liri - Fiume Liri (a valle) 3;41.41924664;13.77295042
E2020000518;13.01.2020 12:05;TEMPERATURA ACQUA;°C;=;7.7;0;Istantaneo;F1.09;San Giorgio a Liri - Fiume Liri (a valle) 3;41.41924664;13.77295042
E2020000545;13.01.2020 12:45;CONDUCIBILITA' ELETTRICA;µS/cm;=;708.4;0;Istantaneo;F4.89;Tolfa - Fosso Lenta 2;42.14200195;12.01819824
E2020000545;13.01.2020 12:45;OSSIGENO DISCIOLTO;mg/L;=;11.98;0;Istantaneo;F4.89;Tolfa - Fosso Lenta 2;42.14200195;12.01819824
E2020000545;13.01.2020 12:45;pH;pH;=;8.54;0;Istantaneo;F4.89;Tolfa - Fosso Lenta 2;42.14200195;12.01819824
E2020000545;13.01.2020 12:45;SALINITA';PSU;=;0.3;0;Istantaneo;F4.89;Tolfa - Fosso Lenta 2;42.14200195;12.01819824
E2020000545;13.01.2020 12:45;TEMPERATURA ACQUA;°C;=;6.1;0;Istantaneo;F4.89;Tolfa - Fosso Lenta 2;42.14200195;12.01819824
E2020000528;13.01.2020 13:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;585.8;0;Istantaneo;F4.21;Tolfa - Fiume Mignone 2;42.15348802;12.01015584
E2020000528;13.01.2020 13:00;OSSIGENO DISCIOLTO;mg/L;=;11.5;0;Istantaneo;F4.21;Tolfa - Fiume Mignone 2;42.15348802;12.01015584
E2020000528;13.01.2020 13:00;pH;pH;=;8.3;0;Istantaneo;F4.21;Tolfa - Fiume Mignone 2;42.15348802;12.01015584
E2020000528;13.01.2020 13:00;SALINITA';PSU;=;0.2;0;Istantaneo;F4.21;Tolfa - Fiume Mignone 2;42.15348802;12.01015584
E2020000528;13.01.2020 13:00;TEMPERATURA ACQUA;°C;=;6.5;0;Istantaneo;F4.21;Tolfa - Fiume Mignone 2;42.15348802;12.01015584
E2020000531;13.01.2020 13:10;CONDUCIBILITA' ELETTRICA;µS/cm;=;839.8;0;Istantaneo;F4.92;Tolfa - Fosso Verginese 2;42.15210618;12.0076872
E2020000531;13.01.2020 13:10;OSSIGENO DISCIOLTO;mg/L;=;11.9;0;Istantaneo;F4.92;Tolfa - Fosso Verginese 2;42.15210618;12.0076872
E2020000531;13.01.2020 13:10;pH;pH;=;8.4;0;Istantaneo;F4.92;Tolfa - Fosso Verginese 2;42.15210618;12.0076872
E2020000531;13.01.2020 13:10;SALINITA';PSU;=;0.38;0;Istantaneo;F4.92;Tolfa - Fosso Verginese 2;42.15210618;12.0076872
E2020000531;13.01.2020 13:10;TEMPERATURA ACQUA;°C;=;7.2;0;Istantaneo;F4.92;Tolfa - Fosso Verginese 2;42.15210618;12.0076872
E2020000534;13.01.2020 14:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;624.5;0;Istantaneo;F4.66;Santa Marinella - Rio Fiume 1;42.05839209;11.94172757
E2020000534;13.01.2020 14:00;OSSIGENO DISCIOLTO;mg/L;=;10.08;0;Istantaneo;F4.66;Santa Marinella - Rio Fiume 1;42.05839209;11.94172757
E2020000534;13.01.2020 14:00;pH;pH;=;8.55;0;Istantaneo;F4.66;Santa Marinella - Rio Fiume 1;42.05839209;11.94172757
E2020000534;13.01.2020 14:00;SALINITA';PSU;=;0.3;0;Istantaneo;F4.66;Santa Marinella - Rio Fiume 1;42.05839209;11.94172757
E2020000534;13.01.2020 14:00;TEMPERATURA ACQUA;°C;=;10.3;0;Istantaneo;F4.66;Santa Marinella - Rio Fiume 1;42.05839209;11.94172757
E2020000778;15.01.2020 10:45;CONDUCIBILITA' ELETTRICA;µS/cm;=;357.7;0;Istantaneo;F4.86;Capena - Fosso di Leprignano 2;42.11609646;12.59853821
E2020000741;15.01.2020 10:45;CONDUCIBILITA' ELETTRICA;µS/cm;=;886.5;0;Istantaneo;F4.62;Roma, Vitinia - Fiume Tevere 6;41.798758;12.39525182
E2020000741;15.01.2020 10:45;OSSIGENO DISCIOLTO;mg/L;=;9.7;0;Istantaneo;F4.62;Roma, Vitinia - Fiume Tevere 6;41.798758;12.39525182
E2020000778;15.01.2020 10:45;OSSIGENO DISCIOLTO;mg/L;=;10.88;0;Istantaneo;F4.86;Capena - Fosso di Leprignano 2;42.11609646;12.59853821
E2020000741;15.01.2020 10:45;pH;pH;=;8.1;0;Istantaneo;F4.62;Roma, Vitinia - Fiume Tevere 6;41.798758;12.39525182
E2020000778;15.01.2020 10:45;pH;pH;=;8.3;0;Istantaneo;F4.86;Capena - Fosso di Leprignano 2;42.11609646;12.59853821
E2020000778;15.01.2020 10:45;SALINITA';PSU;=;0.4;0;Istantaneo;F4.86;Capena - Fosso di Leprignano 2;42.11609646;12.59853821
E2020000741;15.01.2020 10:45;SALINITA';PSU;=;0.4;0;Istantaneo;F4.62;Roma, Vitinia - Fiume Tevere 6;41.798758;12.39525182
E2020000741;15.01.2020 10:45;TEMPERATURA ACQUA;°C;=;10;0;Istantaneo;F4.62;Roma, Vitinia - Fiume Tevere 6;41.798758;12.39525182
E2020000778;15.01.2020 10:45;TEMPERATURA ACQUA;°C;=;5;0;Istantaneo;F4.86;Capena - Fosso di Leprignano 2;42.11609646;12.59853821
E2020000798;15.01.2020 11:25;CONDUCIBILITA' ELETTRICA;µS/cm;=;825;0;Istantaneo;F4.08;Montelibretti - Fiume Tevere 3;42.15347364;12.63577085
E2020000798;15.01.2020 11:25;OSSIGENO DISCIOLTO;mg/L;=;9.5;0;Istantaneo;F4.08;Montelibretti - Fiume Tevere 3;42.15347364;12.63577085
E2020000798;15.01.2020 11:25;pH;pH;=;8.1;0;Istantaneo;F4.08;Montelibretti - Fiume Tevere 3;42.15347364;12.63577085
E2020000798;15.01.2020 11:25;SALINITA';PSU;=;0.4;0;Istantaneo;F4.08;Montelibretti - Fiume Tevere 3;42.15347364;12.63577085
E2020000798;15.01.2020 11:25;TEMPERATURA ACQUA;°C;=;7.6;0;Istantaneo;F4.08;Montelibretti - Fiume Tevere 3;42.15347364;12.63577085
E2020000779;15.01.2020 13:25;CONDUCIBILITA' ELETTRICA;µS/cm;=;615.3;0;Istantaneo;F4.17;Montelibretti - Fosso Corese 3;42.15300555;12.64607657
E2020000779;15.01.2020 13:25;OSSIGENO DISCIOLTO;mg/L;=;10.7;0;Istantaneo;F4.17;Montelibretti - Fosso Corese 3;42.15300555;12.64607657
E2020000779;15.01.2020 13:25;pH;pH;=;8.4;0;Istantaneo;F4.17;Montelibretti - Fosso Corese 3;42.15300555;12.64607657
E2020000779;15.01.2020 13:25;SALINITA';PSU;=;0.3;0;Istantaneo;F4.17;Montelibretti - Fosso Corese 3;42.15300555;12.64607657
E2020000779;15.01.2020 13:25;TEMPERATURA ACQUA;°C;=;7.2;0;Istantaneo;F4.17;Montelibretti - Fosso Corese 3;42.15300555;12.64607657
E2020000930;20.01.2020 09:30;CONDUCIBILITA' ELETTRICA;µS/cm;=;490;0;Istantaneo;F1.74;Anagni - Torrente Alabro 1;41.68263546;13.2071583
E2020000930;20.01.2020 09:30;ESCHERICHIA COLI;u.f.c./100 ml;=;150;0;Istantaneo;F1.74;Anagni - Torrente Alabro 1;41.68263546;13.2071583
E2020000930;20.01.2020 09:30;OSSIGENO DISCIOLTO;mg/L;=;11.6;0;Istantaneo;F1.74;Anagni - Torrente Alabro 1;41.68263546;13.2071583
E2020000930;20.01.2020 09:30;pH;pH;=;7.4;0;Istantaneo;F1.74;Anagni - Torrente Alabro 1;41.68263546;13.2071583
E2020000930;20.01.2020 09:30;TEMPERATURA ACQUA;°C;=;10.1;0;Istantaneo;F1.74;Anagni - Torrente Alabro 1;41.68263546;13.2071583
E2020000949;20.01.2020 10:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;447;0;Istantaneo;F1.36;Ferentino - Torrente Alabro 2;41.65095279;13.23900962
E2020000949;20.01.2020 10:00;ESCHERICHIA COLI;u.f.c./100 ml;=;540;0;Istantaneo;F1.36;Ferentino - Torrente Alabro 2;41.65095279;13.23900962
E2020000949;20.01.2020 10:00;OSSIGENO DISCIOLTO;mg/L;=;11.8;0;Istantaneo;F1.36;Ferentino - Torrente Alabro 2;41.65095279;13.23900962
E2020000949;20.01.2020 10:00;pH;pH;=;7.4;0;Istantaneo;F1.36;Ferentino - Torrente Alabro 2;41.65095279;13.23900962
E2020000949;20.01.2020 10:00;TEMPERATURA ACQUA;°C;=;8.8;0;Istantaneo;F1.36;Ferentino - Torrente Alabro 2;41.65095279;13.23900962
E2020000968;20.01.2020 12:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;817;0;Istantaneo;F3.48;Rieti - Fiume Velino 4;42.50435836;12.74391772
E2020000968;20.01.2020 12:00;OSSIGENO DISCIOLTO;mg/L;=;8.9;0;Istantaneo;F3.48;Rieti - Fiume Velino 4;42.50435836;12.74391772
E2020000968;20.01.2020 12:00;pH;pH;=;7.62;0;Istantaneo;F3.48;Rieti - Fiume Velino 4;42.50435836;12.74391772
E2020000968;20.01.2020 12:00;SALINITA';PSU;=;0.35;0;Istantaneo;F3.48;Rieti - Fiume Velino 4;42.50435836;12.74391772
E2020000968;20.01.2020 12:00;TEMPERATURA ACQUA;°C;=;9.1;0;Istantaneo;F3.48;Rieti - Fiume Velino 4;42.50435836;12.74391772
E2020001102;21.01.2020 00:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;74.7;0;Istantaneo;F4.83;Roma - Fosso della Torraccia 2;41.99987933;12.49602637
E2020001101;21.01.2020 00:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;1187;0;Istantaneo;F4.95;Formello - Rio Valchetta (Cremera) 2;42.01308469;12.41197032
E2020001098;21.01.2020 00:00;CONDUCIBILITA' ELETTRICA;µS/cm;=;1113;0;Istantaneo;F4.96;Roma - Rio Valchetta (Cremera) 3;41.99753644;12.45402281
E2020001098;21.01.2020 00:00;ESCHERICHIA COLI;u.f.c./100 ml;=;5730;0;Istantaneo;F4.96;Roma - Rio Valchetta (Cremera) 3;41.99753644;12.45402281
E2020001102;21.01.2020 00:00;ESCHERICHIA COLI;u.f.c./100 ml;=;31800;0;Istantaneo;F4.83;Roma - Fosso della Torraccia 2;41.99987933;12.49602637
E2020001101;21.01.2020 00:00;ESCHERICHIA COLI;u.f.c./100 ml;=;28200;0;Istantaneo;F4.95;Formello - Rio Valchetta (Cremera) 2;42.01308469;12.41197032
E2020001101;21.01.2020 00:00;OSSIGENO DISCIOLTO;mg/L;=;9;0;Istantaneo;F4.95;Formello - Rio Valchetta (Cremera) 2;42.01308469;12.41197032
E2020001098;21.01.2020 00:00;OSSIGENO DISCIOLTO;mg/L;=;10;0;Istantaneo;F4.96;Roma - Rio Valchetta (Cremera) 3;41.99753644;12.45402281
E2020001102;21.01.2020 00:00;OSSIGENO DISCIOLTO;mg/L;=;10;0;Istantaneo;F4.83;Roma - Fosso della Torraccia 2;41.99987933;12.49602637
E2020001098;21.01.2020 00:00;pH;pH;=;8;0;Istantaneo;F4.96;Roma - Rio Valchetta (Cremera) 3;41.99753644;12.45402281
E2020001102;21.01.2020 00:00;pH;pH;=;8.2;0;Istantaneo;F4.83;Roma - Fosso della Torraccia 2;41.99987933;12.49602637
E2020001101;21.01.2020 00:00;pH;pH;=;7.6;0;Istantaneo;F4.95;Formello - Rio Valchetta (Cremera) 2;42.01308469;12.41197032
E2020001101;21.01.2020 00:00;SALINITA';PSU;=;0.6;0;Istantaneo;F4.95;Formello - Rio Valchetta (Cremera) 2;42.01308469;12.41197032
E2020001102;21.01.2020 00:00;SALINITA';PSU;=;0.4;0;Istantaneo;F4.83;Roma - Fosso della Torraccia 2;41.99987933;12.49602637
E2020001102;21.01.2020 00:00;TEMPERATURA ACQUA;°C;=;8.2;0;Istantaneo;F4.83;Roma - Fosso della Torraccia 2;41.99987933;12.49602637
E2020001098;21.01.2020 00:00;TEMPERATURA ACQUA;°C;=;9.2;0;Istantaneo;F4.96;Roma - Rio Valchetta (Cremera) 3;41.99753644;12.45402281
E2020001101;21.01.2020 00:00;TEMPERATURA ACQUA;°C;=;11.7;0;Istantaneo;F4.95;Formello - Rio Valchetta (Cremera) 2;42.01308469;12.41197032
E2020001106;21.01.2020 11:15;CONDUCIBILITA' ELETTRICA;µS/cm;=;654;0;Istantaneo;F3.80;Torri in Sabina - Torrente l'Aia 2;42.37176678;12.65091294
E2020001106;21.01.2020 11:15;OSSIGENO DISCIOLTO;mg/L;=;12.89;0;Istantaneo;F3.80;Torri in Sabina - Torrente l'Aia 2;42.37176678;12.65091294
E2020001106;21.01.2020 11:15;pH;pH;=;8.2;0;Istantaneo;F3.80;Torri in Sabina - Torrente l'Aia 2;42.37176678;12.65091294
E2020001106;21.01.2020 11:15;SALINITA';PSU;=;0.27;0;Istantaneo;F3.80;Torri in Sabina - Torrente l'Aia 2;42.37176678;12.65091294
E2020001106;21.01.2020 11:15;TEMPERATURA ACQUA;°C;=;9.5;0;Istantaneo;F3.80;Torri in Sabina - Torrente l'Aia 2;42.37176678;12.65091294
E2020001100;21.01.2020 11:45;CONDUCIBILITA' ELETTRICA;µS/cm;=;717;0;Istantaneo;F5.05;Montalto di Castro - Fiume Fiora 2;42.35397475;11.59908649
E2020001100;21.01.2020 11:45;OSSIGENO DISCIOLTO;mg/L;=;9.1;0;Istantaneo;F5.05;Montalto di Castro - Fiume Fiora 2;42.35397475;11.59908649
E2020001100;21.01.2020 11:45;pH;pH;=;8;0;Istantaneo;F5.05;Montalto di Castro - Fiume Fiora 2;42.35397475;11.59908649
E2020001100;21.01.2020 11:45;SALINITA';PSU;=;0.34;0;Istantaneo;F5.05;Montalto di Castro - Fiume Fiora 2;42.35397475;11.59908649
E2020001100;21.01.2020 11:45;TEMPERATURA ACQUA;°C;=;9;0;Istantaneo;F5.05;Montalto di Castro - Fiume Fiora 2;42.35397475;11.59908649
E2020001091;21.01.2020 12:15;CONDUCIBILITA' ELETTRICA;µS/cm;=;613;0;Istantaneo;F5.14;Tarquinia - Fiume Marta 2;42.24299955;11.70926075
E2020001110;21.01.2020 12:15;CONDUCIBILITA' ELETTRICA;µS/cm;=;625;0;Istantaneo;F3.75;Fara in Sabina - Torrente Farfa 3;42.23484287;12.70596099
E2020001110;21.01.2020 12:15;OSSIGENO DISCIOLTO;mg/L;=;11.16;0;Istantaneo;F3.75;Fara in Sabina - Torrente Farfa 3;42.23484287;12.70596099
E2020001091;21.01.2020 12:15;OSSIGENO DISCIOLTO;mg/L;=;9.4;0;Istantaneo;F5.14;Tarquinia - Fiume Marta 2;42.24299955;11.70926075
E2020001110;21.01.2020 12:15;pH;pH;=;8.41;0;Istantaneo;F3.75;Fara in Sabina - Torrente Farfa 3;42.23484287;12.70596099
E2020001091;21.01.2020 12:15;pH;pH;=;8.3;0;Istantaneo;F5.14;Tarquinia - Fiume Marta 2;42.24299955;11.70926075
E2020001110;21.01.2020 12:15;SALINITA';PSU;=;0.27;0;Istantaneo;F3.75;Fara in Sabina - Torrente Farfa 3;42.23484287;12.70596099
E2020001091;21.01.2020 12:15;SALINITA';PSU;=;0.29;0;Istantaneo;F5.14;Tarquinia - Fiume Marta 2;42.24299955;11.70926075
E2020001091;21.01.2020 12:15;TEMPERATURA ACQUA;°C;=;10;0;Istantaneo;F5.14;Tarquinia - Fiume Marta 2;42.24299955;11.70926075
E2020001110;21.01.2020 12:15;TEMPERATURA ACQUA;°C;=;10.2;0;Istantaneo;F3.75;Fara in Sabina - Torrente Farfa 3;42.23484287;12.70596099
E2020001096;21.01.2020 12:50;CONDUCIBILITA' ELETTRICA;µS/cm;=;575;0;Istantaneo;F5.37;Tarquinia - Fiume Mignone 3;42.2182969;11.84315081
E2020001096;21.01.2020 12:50;OSSIGENO DISCIOLTO;mg/L;=;10.5;0;Istantaneo;F5.37;Tarquinia - Fiume Mignone 3;42.2182969;11.84315081
E2020001096;21.01.2020 12:50;pH;pH;=;8.1;0;Istantaneo;F5.37;Tarquinia - Fiume Mignone 3;42.2182969;11.84315081
E2020001096;21.01.2020 12:50;SALINITA';PSU;=;0.27;0;Istantaneo;F5.37;Tarquinia - Fiume Mignone 3;42.2182969;11.84315081
E2020001096;21.01.2020 12:50;TEMPERATURA ACQUA;°C;=;9;0;Istantaneo;F5.37;Tarquinia - Fiume Mignone 3;42.2182969;11.84315081
