Punto di monitoraggio;Y_GB;X_GB;Data misura;CONDUCIBILITA;PH;SOLIDI SOSPESI;TEMPERATURA
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;07/02/2018;;7.8;;
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;4.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;5.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;5.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;5.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;5.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;5.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;5.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;5.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;5.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;5.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;6.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;6.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;6.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.8;;6.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.8;;6.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.8;;7.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.8;;7.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;289;7.7;;9.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.8;;8.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.8;;9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.8;;9.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.8;;9.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;9.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;9.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.7;;9.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;11/04/2018;;7.6;;10
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.4;;5.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.4;;5.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.4;;5.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.4;;5.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.5;;5.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.5;;5.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.5;;6.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.6;;6.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.6;;7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.6;;7.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.6;;7.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.7;;7.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.6;;7.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.6;;7.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.6;;7.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.7;;8.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.7;;8.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.7;;8.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.7;;9.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.8;;9.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.8;;10.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.8;;11
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.7;;11.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.7;;13.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.8;;15.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.9;;16.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;7.9;;17.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;8;;18.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;8;;19.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;8.1;;20.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;8.3;;21.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;8.3;;21.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;8.3;;21.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/06/2018;;8.3;;21.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.3;;8.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.4;;9.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.4;;9.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.4;;9.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.4;;10.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.4;;10.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.4;;11.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.4;;11.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.4;;12.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.4;;12.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.5;;13.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.5;;14.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.6;;15.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;7.9;;17.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;377;8;;24.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.1;;20.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.1;;21.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.3;;25.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.3;;25.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.4;;25.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.4;;25.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.4;;25.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.4;;25.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.4;;25.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;22/08/2018;;8.5;;25.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.2;;7.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.3;;7.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.3;;8.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.4;;10.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.4;;11.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.4;;11.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.4;;12.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.4;;12.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.4;;13.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.5;;14.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.5;;14.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.5;;15.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.6;;16
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;7.8;;18.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.1;;21.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.3;;21.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.4;;21.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.4;;21.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.4;;21.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.4;;21.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.4;;21.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.4;;22
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.4;;22
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.4;;22
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.5;;22
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/09/2018;;8.2;;22
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;302;7.8;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.8;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.8;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.8;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.8;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.8;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;7.9;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;8;;9.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;13/12/2018;;8.1;;
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;147;7.8;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.8;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.8;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.8;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.8;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.7;;4.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.8;;4.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;18/02/2019;;7.8;;4.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.4;;5.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.4;;5.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.4;;5.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.4;;5.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.5;;5.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.5;;5.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.5;;5.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.5;;5.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.5;;5.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.5;;5.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.5;;5.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.5;;6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.5;;6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.6;;6.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.6;;6.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.6;;6.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;7.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;7.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;7.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.6;;8.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.7;;8.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.8;;8.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/04/2019;;7.8;;8.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.3;;6.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.3;;6.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.3;;6.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.4;;6.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.5;;6.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.5;;7.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.6;;7.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.6;;8.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.6;;8.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.7;;8.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.7;;8.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.7;;9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.7;;9.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.7;;9.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.7;;9.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.8;;9.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.8;;10
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.8;;10.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.8;;10.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.8;;11.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.9;;11.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;7.9;;12
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8;;12.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8;;12.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.1;;12.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.1;;12.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;213;8.4;;14.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.2;;13.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.3;;13.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.4;;14.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.4;;14.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.4;;14.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.4;;15.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.5;;15.9
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;27/05/2019;;8.5;;16.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.2;;8.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.3;;9.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.3;;10.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.3;;11
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.4;;11.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.4;;11.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.4;;11.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.4;;11.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.4;;12
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.5;;12.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.5;;12.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.5;;12.8
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.5;;13.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.6;;13.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.6;;14
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.6;;14.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.7;;15.3
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.8;;16.5
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;7.9;;18.6
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;8;;21
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;8.2;;23.7
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;8.4;;25.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;8.4;;25.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;8.4;;25.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;8.4;;25.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;;8.5;;25.2
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;01/08/2019;279;8.6;;25.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;30/09/2019;;7;;8.4
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;30/09/2019;;7;;9.1
LAGO DELLA BUSALLETTA - LBUSAL;4935320;1493548;30/09/2019;;7;;10
