Provincia;Comune;DataEN;Parametro;UM;Risultato;LAT_WGS84;LON_WGS84
UD;Ragogna;06.10.2015 00:00;pH;pH;8.6;46.17663;13.00322
PN;Sacile;06.10.2015 00:00;Temperatura acqua;°C;18.2;45.95305;12.48322
UD;Ragogna;06.10.2015 00:00;Temperatura acqua;°C;14.4;46.17663;13.00322
UD;Ragogna;06.10.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;227;46.17663;13.00322
UD;Ragogna;06.10.2015 00:00;Temperatura acqua;°C;26.3;46.17663;13.00322
UD;Ragogna;06.10.2015 00:00;pH;pH;8.6;46.17663;13.00322
PN;Montereale Valcellina;08.10.2015 00:00;pH;pH;8.1;46.1378;12.63053
PN;Montereale Valcellina;08.10.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;672;46.1378;12.63053
PN;Budoia;08.10.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;672;46.03678;12.5647
PN;Budoia;08.10.2015 00:00;Temperatura acqua;°C;23.7;46.03678;12.5647
PN;Montereale Valcellina;08.10.2015 00:00;Temperatura acqua;°C;22.8;46.1378;12.63053
UD;Cividale del Friuli;08.10.2015 00:00;pH;pH;8.2;46.09232;13.43279
UD;Pulfero;08.10.2015 00:00;pH;pH;8.3;46.20189;13.46946
PN;Budoia;08.10.2015 00:00;pH;pH;7.8;46.03678;12.5647
UD;Cividale del Friuli;08.10.2015 00:00;Temperatura acqua;°C;22.7;46.09232;13.43279
UD;Pulfero;08.10.2015 00:00;Temperatura acqua;°C;16;46.20189;13.46946
UD;Enemonzo;09.10.2015 00:00;Temperatura acqua;°C;15.2;46.41048;12.86053
UD;Moggio Udinese;09.10.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;449;46.40083;13.21304
UD;Enemonzo;09.10.2015 00:00;pH;pH;8.2;46.41048;12.86053
UD;Moggio Udinese;09.10.2015 00:00;pH;pH;8.2;46.40083;13.21304
UD;Enemonzo;09.10.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;2103;46.41048;12.86053
UD;Amaro;02.11.2015 00:00;Solidi sospesi totali;mg/l;0.8;46.37348;13.05836
UD;Cividale del Friuli;02.11.2015 00:00;pH;pH;8.3;46.04803;13.44618
UD;Magnano in Riviera;02.11.2015 00:00;Temperatura acqua;°C;8.7;46.19967;13.17928
UD;Cividale del Friuli;02.11.2015 00:00;Temperatura acqua;°C;6.3;46.04803;13.44618
UD;Cavazzo Carnico;02.11.2015 00:00;Temperatura acqua;°C;10;46.37348;13.05836
UD;Codroipo;02.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;442;45.94387;12.99152
UD;Artegna;02.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;487;46.23492;13.12354
UD;Moimacco;02.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;412;46.10822;13.36489
UD;Moimacco;02.11.2015 00:00;Temperatura acqua;°C;5.1;46.10822;13.36489
UD;Amaro;02.11.2015 00:00;Temperatura acqua;°C;10;46.37348;13.05836
UD;Cividale del Friuli;02.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;511;46.04803;13.44618
UD;Forni di Sopra;02.11.2015 00:00;Temperatura acqua;°C;4.7;46.42258;12.57623
UD;Magnano in Riviera;02.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;537;46.19967;13.17928
UD;Moimacco;02.11.2015 00:00;pH;pH;8.4;46.10822;13.36489
PN;Zoppola;02.11.2015 00:00;pH;pH;8;45.9476;12.76983
UD;Artegna;02.11.2015 00:00;Temperatura acqua;°C;12.3;46.23492;13.12354
PN;Zoppola;02.11.2015 00:00;Temperatura acqua;°C;11.1;45.9476;12.76983
UD;Forni di Sopra;02.11.2015 00:00;pH;pH;8.1;46.42258;12.57623
UD;Artegna;02.11.2015 00:00;pH;pH;8;46.23492;13.12354
UD;Cavazzo Carnico;02.11.2015 00:00;pH;pH;8.1;46.37348;13.05836
UD;Codroipo;02.11.2015 00:00;pH;pH;8.5;45.94387;12.99152
UD;Magnano in Riviera;02.11.2015 00:00;pH;pH;8;46.19967;13.17928
UD;Codroipo;02.11.2015 00:00;Temperatura acqua;°C;10.6;45.94387;12.99152
PN;Zoppola;02.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;422;45.9476;12.76983
UD;Amaro;02.11.2015 00:00;pH;pH;8.1;46.37348;13.05836
UD;Enemonzo;03.11.2015 00:00;Temperatura acqua;°C;9.9;46.41048;12.86053
UD;Enemonzo;03.11.2015 00:00;pH;pH;8.2;46.41048;12.86053
UD;Enemonzo;03.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;2078;46.41048;12.86053
UD;Forni di Sotto;05.11.2015 00:00;Temperatura acqua;°C;13;46.37998;12.66697
UD;Forni di Sotto;05.11.2015 00:00;pH;pH;8.3;46.37998;12.66697
UD;Forni di Sotto;05.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;212;46.37998;12.66697
UD;Trasaghis;06.11.2015 00:00;pH;pH;8.3;46.26712;13.05247
UD;Trasaghis;06.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;590;46.26712;13.05247
UD;Trasaghis;06.11.2015 00:00;Temperatura acqua;°C;17.9;46.26712;13.05247
UD;Amaro;08.11.2015 00:00;Temperatura acqua;°C;25.3;46.36316;13.09212
UD;Forni di Sotto;08.11.2015 00:00;pH;pH;8.4;46.37998;12.66697
UD;Amaro;08.11.2015 00:00;pH;pH;8.6;46.36316;13.09212
UD;Forni di Sotto;08.11.2015 00:00;Temperatura acqua;°C;15.5;46.37998;12.66697
UD;Forni di Sotto;08.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;219;46.37998;12.66697
UD;Amaro;08.11.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;663;46.36316;13.09212
UD;Forni Avoltri;01.12.2015 00:00;pH;pH;8.1;46.57618;12.75488
UD;Forni Avoltri;01.12.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;588;46.58509;12.77392
UD;Forni Avoltri;01.12.2015 00:00;pH;pH;8.2;46.58509;12.77392
UD;Forni Avoltri;01.12.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;366;46.57618;12.75488
UD;Forni Avoltri;01.12.2015 00:00;Temperatura acqua;°C;5;46.57618;12.75488
UD;Forni Avoltri;01.12.2015 00:00;Temperatura acqua;°C;5;46.58509;12.77392
UD;Amaro;02.12.2015 00:00;Temperatura acqua;°C;10.4;46.36316;13.09212
UD;Amaro;02.12.2015 00:00;pH;pH;8.1;46.36316;13.09212
UD;Amaro;02.12.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;556;46.36316;13.09212
PN;Claut;03.12.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;230;46.26961;12.49761
PN;Barcis;03.12.2015 00:00;pH;pH;8.2;46.19556;12.48565
PN;Barcis;03.12.2015 00:00;Temperatura acqua;°C;9;46.19556;12.48565
PN;Claut;03.12.2015 00:00;Temperatura acqua;°C;10;46.26961;12.49761
PN;Claut;03.12.2015 00:00;pH;pH;8.2;46.26961;12.49761
PN;Barcis;03.12.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;215;46.19556;12.48565
GO;Capriva del Friuli;05.12.2015 00:00;pH;pH;8;45.9499;13.51675
GO;Capriva del Friuli;05.12.2015 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;467;45.9499;13.51675
TS;Muggia;05.12.2015 00:00;pH;pH;8;45.58752;13.81634
TS;San Dorligo della Valle - Dolina;05.12.2015 00:00;Temperatura acqua;°C;20;45.60726;13.82014
GO;Capriva del Friuli;05.12.2015 00:00;Temperatura acqua;°C;17;45.9499;13.51675
TS;San Dorligo della Valle - Dolina;05.12.2015 00:00;pH;pH;8.1;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;05.12.2015 00:00;Temperatura acqua;°C;14.7;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;05.12.2015 00:00;pH;pH;8.6;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;05.12.2015 00:00;pH;pH;8.3;45.61509;13.88149
TS;Muggia;05.12.2015 00:00;Temperatura acqua;°C;17;45.58752;13.81634
TS;San Dorligo della Valle - Dolina;05.12.2015 00:00;Temperatura acqua;°C;12.3;45.61509;13.88149
UD;Faedis;02.01.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;396;46.12994;13.38265
UD;Faedis;02.01.2016 00:00;pH;pH;8.1;46.12994;13.38265
UD;Faedis;02.01.2016 00:00;Temperatura acqua;°C;9.5;46.12994;13.38265
PN;Azzano Decimo;06.01.2016 00:00;pH;pH;7.9;45.87841;12.72266
PN;Zoppola;06.01.2016 00:00;pH;pH;7.9;45.97118;12.81681
PN;Azzano Decimo;06.01.2016 00:00;pH;pH;7.9;45.87163;12.71642
PN;San Martino al Tagliamento;06.01.2016 00:00;pH;pH;8.3;46.02204;12.85483
PN;Pasiano di Pordenone;06.01.2016 00:00;pH;pH;7.6;45.84111;12.64093
PN;Azzano Decimo;06.01.2016 00:00;pH;pH;7.7;45.87169;12.68966
PN;Pasiano di Pordenone;06.01.2016 00:00;pH;pH;7.8;45.83923;12.62112
PN;Fiume Veneto;06.01.2016 00:00;pH;pH;7.8;45.92288;12.76761
PN;Azzano Decimo;06.01.2016 00:00;pH;pH;7.8;45.82945;12.67557
UD;Tarvisio;08.01.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;325;46.52571;13.62897
UD;Bordano;08.01.2016 00:00;pH;pH;8.1;46.31529;13.12074
UD;Venzone;08.01.2016 00:00;pH;pH;8.3;46.3349;13.14581
UD;Bordano;08.01.2016 00:00;Temperatura acqua;°C;14.1;46.31529;13.12074
UD;Tarvisio;08.01.2016 00:00;pH;pH;8.3;46.52571;13.62897
UD;Tarvisio;08.01.2016 00:00;Temperatura acqua;°C;11.9;46.52571;13.62897
UD;Venzone;08.01.2016 00:00;Temperatura acqua;°C;12.5;46.3349;13.14581
UD;Cividale del Friuli;12.01.2016 00:00;pH;pH;8.3;46.0554;13.46157
UD;Cividale del Friuli;12.01.2016 00:00;pH;pH;8.1;46.04803;13.44618
UD;Pulfero;02.02.2016 00:00;pH;pH;8.2;46.20189;13.46946
UD;Pulfero;02.02.2016 00:00;Temperatura acqua;°C;8.2;46.20189;13.46946
UD;Pulfero;02.02.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;241;46.20189;13.46946
UD;Manzano;03.02.2016 00:00;pH;pH;8.3;45.98801;13.3483
UD;Manzano;03.02.2016 00:00;pH;pH;8.3;45.96976;13.35114
UD;Premariacco;03.02.2016 00:00;pH;pH;8.4;46.03611;13.38418
UD;Manzano;03.02.2016 00:00;pH;pH;8.4;45.96732;13.37868
UD;San Giovanni al Natisone;03.02.2016 00:00;pH;pH;8.3;45.98109;13.42131
UD;Povoletto;05.02.2016 00:00;pH;pH;8.3;46.17842;13.25956
UD;Povoletto;05.02.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;244;46.17842;13.25956
PN;Azzano Decimo;05.02.2016 00:00;pH;pH;8.1;45.87841;12.72266
PN;Fiume Veneto;05.02.2016 00:00;pH;pH;8;45.92288;12.76761
PN;Azzano Decimo;05.02.2016 00:00;pH;pH;8.2;45.87163;12.71642
PN;Pasiano di Pordenone;05.02.2016 00:00;pH;pH;8.1;45.84111;12.64093
PN;Pasiano di Pordenone;05.02.2016 00:00;pH;pH;8;45.83923;12.62112
PN;Azzano Decimo;05.02.2016 00:00;pH;pH;8;45.87169;12.68966
UD;Povoletto;05.02.2016 00:00;Temperatura acqua;°C;11.6;46.17842;13.25956
PN;San Martino al Tagliamento;05.02.2016 00:00;pH;pH;8.3;46.02204;12.85483
UD;Nimis;05.02.2016 00:00;pH;pH;8.3;46.19586;13.27426
UD;Nimis;05.02.2016 00:00;Temperatura acqua;°C;11;46.19586;13.27426
UD;Nimis;05.02.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;285;46.19586;13.27426
PN;Zoppola;05.02.2016 00:00;pH;pH;8.1;45.97118;12.81681
PN;Azzano Decimo;05.02.2016 00:00;pH;pH;8;45.82945;12.67557
GO;Capriva del Friuli;08.02.2016 00:00;pH;pH;7.9;45.9499;13.51675
GO;Gorizia;08.02.2016 00:00;pH;pH;8.1;45.97918;13.62092
UD;San Giovanni al Natisone;08.02.2016 00:00;pH;pH;8.2;45.97011;13.43848
GO;Gorizia;08.02.2016 00:00;pH;pH;8.1;45.95484;13.612
GO;Dolegna del Collio;08.02.2016 00:00;pH;pH;8.1;46.00092;13.46835
GO;Medea;08.02.2016 00:00;pH;pH;8.2;45.92066;13.45524
UD;Fiumicello;11.02.2016 00:00;pH;pH;7.8;45.77284;13.40296
UD;Terzo d'Aquileia;11.02.2016 00:00;pH;pH;7.9;45.79757;13.3517
UD;Cervignano del Friuli;11.02.2016 00:00;pH;pH;7.8;45.83021;13.3404
UD;Fiumicello;11.02.2016 00:00;pH;pH;7.7;45.77522;13.41847
UD;Cividale del Friuli;11.02.2016 00:00;pH;pH;8;46.04803;13.44618
UD;Cividale del Friuli;11.02.2016 00:00;pH;pH;7.8;46.0554;13.46157
UD;Fiumicello;12.02.2016 00:00;pH;pH;7.8;45.77284;13.40296
UD;Cervignano del Friuli;12.02.2016 00:00;pH;pH;7.8;45.83021;13.3404
UD;Fiumicello;12.02.2016 00:00;pH;pH;7.7;45.77522;13.41847
UD;Buja;05.03.2016 00:00;pH;pH;8;46.20791;13.0891
GO;Gorizia;05.03.2016 00:00;pH;pH;8.3;45.95484;13.612
GO;Gorizia;05.03.2016 00:00;pH;pH;8.2;45.97918;13.62092
UD;Buja;05.03.2016 00:00;Temperatura acqua;°C;11.7;46.20791;13.0891
GO;Gradisca d'Isonzo;05.03.2016 00:00;pH;pH;8.2;45.88164;13.49833
UD;Buja;05.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;389;46.20791;13.0891
GO;Gorizia;05.03.2016 00:00;pH;pH;8.2;45.91271;13.56315
GO;Gorizia;05.03.2016 00:00;Temperatura acqua;°C;11.1;45.95484;13.612
GO;Gorizia;05.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;250;45.95484;13.612
UD;Cervignano del Friuli;06.03.2016 00:00;pH;pH;7.8;45.83021;13.3404
UD;Terzo d'Aquileia;06.03.2016 00:00;pH;pH;7.8;45.79757;13.3517
UD;Fiumicello;06.03.2016 00:00;pH;pH;6.7;45.77284;13.40296
UD;Fiumicello;06.03.2016 00:00;pH;pH;7.7;45.77522;13.41847
PN;Morsano al Tagliamento;08.03.2016 00:00;pH;pH;8;45.87881;12.96208
TS;San Dorligo della Valle - Dolina;08.03.2016 00:00;pH;pH;8.1;45.61509;13.88149
PN;Morsano al Tagliamento;08.03.2016 00:00;Temperatura acqua;°C;18.7;45.87881;12.96208
PN;Barcis;08.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;215;46.18944;12.57321
PN;Barcis;08.03.2016 00:00;Temperatura acqua;°C;12.8;46.18944;12.57321
TS;Muggia;08.03.2016 00:00;pH;pH;7.8;45.58752;13.81634
PN;Barcis;08.03.2016 00:00;pH;pH;8.2;46.18944;12.57321
PN;Barcis;08.03.2016 00:00;Temperatura acqua;°C;17.8;46.18944;12.57321
PN;Barcis;08.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;214;46.18944;12.57321
PN;Barcis;08.03.2016 00:00;pH;pH;8.2;46.18944;12.57321
UD;Latisana;08.03.2016 00:00;pH;pH;8;45.77247;12.99656
PN;Barcis;08.03.2016 00:00;Temperatura acqua;°C;12.6;46.18944;12.57321
TS;Duino-Aurisina;08.03.2016 00:00;pH;pH;7.5;45.78741;13.59086
UD;Latisana;08.03.2016 00:00;Temperatura acqua;°C;18.9;45.77247;12.99656
PN;Barcis;08.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;213;46.18944;12.57321
PN;Barcis;08.03.2016 00:00;pH;pH;8.3;46.18944;12.57321
PN;Azzano Decimo;11.03.2016 00:00;pH;pH;8.1;45.87841;12.72266
UD;Taipana;11.03.2016 00:00;pH;pH;8.4;46.25403;13.39873
PN;Fiume Veneto;11.03.2016 00:00;pH;pH;8;45.92288;12.76761
UD;Faedis;11.03.2016 00:00;pH;pH;8.2;46.16851;13.36473
PN;Zoppola;11.03.2016 00:00;pH;pH;8.3;45.97118;12.81681
UD;Cividale del Friuli;11.03.2016 00:00;pH;pH;8.2;46.11001;13.47484
PN;Azzano Decimo;11.03.2016 00:00;pH;pH;8;45.82945;12.67557
UD;Faedis;11.03.2016 00:00;Temperatura acqua;°C;10.2;46.16851;13.36473
UD;Nimis;11.03.2016 00:00;pH;pH;8.3;46.21193;13.30788
UD;Cividale del Friuli;11.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;256;46.11001;13.47484
UD;San Leonardo;11.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;337;46.1139;13.50163
UD;Taipana;11.03.2016 00:00;Temperatura acqua;°C;9.2;46.25403;13.39873
UD;Cividale del Friuli;11.03.2016 00:00;Temperatura acqua;°C;10.2;46.11001;13.47484
PN;Azzano Decimo;11.03.2016 00:00;pH;pH;8.1;45.87163;12.71642
PN;Pasiano di Pordenone;11.03.2016 00:00;pH;pH;7.7;45.84111;12.64093
UD;Taipana;11.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;233;46.25403;13.39873
UD;San Leonardo;11.03.2016 00:00;pH;pH;8;46.1139;13.50163
UD;San Leonardo;11.03.2016 00:00;Temperatura acqua;°C;10.4;46.1139;13.50163
UD;Faedis;11.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;256;46.16851;13.36473
PN;Azzano Decimo;11.03.2016 00:00;pH;pH;7.9;45.87169;12.68966
PN;San Martino al Tagliamento;11.03.2016 00:00;pH;pH;8.3;46.02204;12.85483
UD;Nimis;11.03.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;284;46.21193;13.30788
UD;Nimis;11.03.2016 00:00;Temperatura acqua;°C;10.1;46.21193;13.30788
PN;Pasiano di Pordenone;11.03.2016 00:00;pH;pH;7.9;45.83923;12.62112
UD;Nimis;02.04.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;290;46.19586;13.27426
UD;Nimis;02.04.2016 00:00;Temperatura acqua;°C;5.8;46.19586;13.27426
UD;Nimis;02.04.2016 00:00;pH;pH;8.2;46.19586;13.27426
UD;Lusevera;03.04.2016 00:00;pH;pH;8.2;46.25881;13.25641
UD;Faedis;03.04.2016 00:00;pH;pH;8.3;46.15807;13.35563
UD;Moimacco;03.04.2016 00:00;pH;pH;8.1;46.10822;13.36489
UD;Attimis;03.04.2016 00:00;pH;pH;8.3;46.17598;13.29652
PN;Cordenons;04.04.2016 00:00;pH;pH;8;45.97775;12.70505
PN;Cordenons;04.04.2016 00:00;Temperatura acqua;°C;12.7;45.97152;12.72579
PN;Cordenons;04.04.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;328;45.97775;12.70505
PN;Cordenons;04.04.2016 00:00;Temperatura acqua;°C;12.2;45.97775;12.70505
PN;Cordenons;04.04.2016 00:00;pH;pH;7.9;45.97152;12.72579
PN;Cordenons;04.04.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;356;45.97152;12.72579
UD;Pulfero;05.04.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;230;46.20189;13.46946
PN;Barcis;05.04.2016 00:00;pH;pH;8.2;46.18858;12.52984
PN;Barcis;05.04.2016 00:00;Temperatura acqua;°C;9.7;46.18858;12.52984
PN;Barcis;05.04.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;197;46.18858;12.52984
UD;Pulfero;05.04.2016 00:00;pH;pH;8.2;46.20189;13.46946
UD;Pulfero;05.04.2016 00:00;Temperatura acqua;°C;10.5;46.20189;13.46946
UD;Forni Avoltri;07.04.2016 00:00;pH;pH;8.3;46.61021;12.78095
UD;Forni Avoltri;07.04.2016 00:00;Temperatura acqua;°C;8.7;46.61021;12.78095
UD;Forni Avoltri;07.04.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;229;46.61021;12.78095
GO;Savogna d'Isonzo;08.04.2016 00:00;pH;pH;8.4;45.88979;13.58755
GO;Villesse;08.04.2016 00:00;pH;pH;7.8;45.86493;13.46203
UD;Fiumicello;08.04.2016 00:00;pH;pH;7.6;45.80293;13.43118
GO;Gradisca d'Isonzo;08.04.2016 00:00;pH;pH;8.3;45.88164;13.49833
GO;Gorizia;08.04.2016 00:00;pH;pH;8.2;45.91271;13.56315
UD;Cavazzo Carnico;10.04.2016 00:00;Temperatura acqua;°C;10;46.37348;13.05836
UD;Ragogna;10.04.2016 00:00;Temperatura acqua;°C;12.9;46.17658;12.95722
PN;Zoppola;10.04.2016 00:00;pH;pH;8.3;45.97118;12.81681
PN;Pasiano di Pordenone;10.04.2016 00:00;pH;pH;8.1;45.84111;12.64093
PN;Azzano Decimo;10.04.2016 00:00;pH;pH;8.3;45.87163;12.71642
PN;San Martino al Tagliamento;10.04.2016 00:00;pH;pH;8.3;46.02204;12.85483
PN;Fiume Veneto;10.04.2016 00:00;pH;pH;8.3;45.92288;12.76761
UD;Amaro;10.04.2016 00:00;pH;pH;8.3;46.37348;13.05836
PN;Pasiano di Pordenone;10.04.2016 00:00;pH;pH;8.2;45.83923;12.62112
UD;Cavazzo Carnico;10.04.2016 00:00;pH;pH;8.3;46.37348;13.05836
UD;Cividale del Friuli;10.04.2016 00:00;pH;pH;7.8;46.04803;13.44618
UD;Forni di Sopra;10.04.2016 00:00;Temperatura acqua;°C;9.6;46.42258;12.57623
PN;Azzano Decimo;10.04.2016 00:00;pH;pH;8.1;45.87169;12.68966
UD;Forni di Sopra;10.04.2016 00:00;pH;pH;8.1;46.42258;12.57623
PN;Azzano Decimo;10.04.2016 00:00;pH;pH;8.2;45.82945;12.67557
PN;Azzano Decimo;10.04.2016 00:00;pH;pH;8.2;45.87841;12.72266
UD;Amaro;10.04.2016 00:00;Solidi sospesi totali;mg/l;8.4;46.37348;13.05836
UD;Cividale del Friuli;10.04.2016 00:00;pH;pH;7.7;46.0554;13.46157
UD;Amaro;10.04.2016 00:00;Temperatura acqua;°C;10;46.37348;13.05836
UD;Ragogna;10.04.2016 00:00;pH;pH;8.1;46.17658;12.95722
GO;Gorizia;04.05.2016 00:00;pH;pH;8.3;45.97918;13.62092
GO;Gorizia;04.05.2016 00:00;Temperatura acqua;°C;12.2;45.97918;13.62092
GO;Gorizia;04.05.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;405;45.97918;13.62092
UD;Terzo d'Aquileia;04.05.2016 00:00;pH;pH;8;45.79757;13.3517
UD;Fiumicello;04.05.2016 00:00;pH;pH;7.9;45.77522;13.41847
UD;Cervignano del Friuli;04.05.2016 00:00;pH;pH;8;45.83021;13.3404
UD;Fiumicello;04.05.2016 00:00;pH;pH;8.1;45.77284;13.40296
UD;Ampezzo;05.05.2016 00:00;Temperatura acqua;°C;8.5;46.42834;12.7862
UD;Ampezzo;05.05.2016 00:00;pH;pH;8.3;46.42834;12.7862
UD;Fiumicello;05.05.2016 00:00;pH;pH;8.2;45.80293;13.43118
GO;Villesse;05.05.2016 00:00;pH;pH;8.2;45.86493;13.46203
GO;Savogna d'Isonzo;05.05.2016 00:00;pH;pH;8.2;45.88979;13.58755
TS;Duino-Aurisina;05.05.2016 00:00;pH;pH;7.4;45.78741;13.59086
UD;Ampezzo;05.05.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;566;46.42834;12.7862
UD;Trasaghis;07.05.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;229;46.28569;13.09694
UD;Trasaghis;07.05.2016 00:00;pH;pH;8.3;46.28569;13.09694
UD;Trasaghis;07.05.2016 00:00;Temperatura acqua;°C;14.4;46.28569;13.09694
UD;Cervignano del Friuli;08.05.2016 00:00;pH;pH;7.8;45.83021;13.3404
UD;Terzo d'Aquileia;08.05.2016 00:00;pH;pH;7.8;45.79757;13.3517
UD;Fiumicello;08.05.2016 00:00;pH;pH;7.8;45.77522;13.41847
UD;Fiumicello;08.05.2016 00:00;pH;pH;7.9;45.77284;13.40296
UD;Cividale del Friuli;09.05.2016 00:00;Temperatura acqua;°C;19.2;46.11001;13.47484
UD;Terzo d'Aquileia;09.05.2016 00:00;pH;pH;7.9;45.79757;13.3517
UD;Cividale del Friuli;09.05.2016 00:00;pH;pH;8.2;46.11001;13.47484
UD;Fiumicello;09.05.2016 00:00;pH;pH;8.2;45.77284;13.40296
UD;Cividale del Friuli;09.05.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;264;46.11001;13.47484
UD;Fiumicello;09.05.2016 00:00;pH;pH;8;45.77522;13.41847
UD;Cividale del Friuli;09.05.2016 00:00;pH;pH;7.8;46.0554;13.46157
UD;Cervignano del Friuli;09.05.2016 00:00;pH;pH;8.1;45.83021;13.3404
UD;Pulfero;10.05.2016 00:00;Temperatura acqua;°C;11.6;46.20189;13.46946
UD;Pulfero;10.05.2016 00:00;pH;pH;8.4;46.20189;13.46946
UD;Pulfero;10.05.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;241;46.20189;13.46946
PN;Polcenigo;12.05.2016 00:00;Temperatura acqua;°C;11;46.01217;12.4888
UD;Reana del Rojale;12.05.2016 00:00;pH;pH;8.3;46.19475;13.24454
PN;Cordenons;12.05.2016 00:00;pH;pH;8;45.97152;12.72579
PN;Cordenons;12.05.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;360;45.97152;12.72579
PN;Fiume Veneto;12.05.2016 00:00;pH;pH;8.1;45.93318;12.78561
PN;Cordenons;12.05.2016 00:00;Temperatura acqua;°C;11;45.97775;12.70505
PN;Fiume Veneto;12.05.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;491;45.93318;12.78561
UD;San Leonardo;12.05.2016 00:00;pH;pH;8.2;46.1139;13.50163
UD;Nimis;12.05.2016 00:00;pH;pH;8.3;46.19586;13.27426
PN;Cordenons;12.05.2016 00:00;Temperatura acqua;°C;13.3;45.97152;12.72579
PN;Cordenons;12.05.2016 00:00;pH;pH;8;45.97775;12.70505
UD;Reana del Rojale;12.05.2016 00:00;pH;pH;8.3;46.16601;13.25755
PN;Fiume Veneto;12.05.2016 00:00;Temperatura acqua;°C;16;45.93318;12.78561
UD;Prepotto;12.05.2016 00:00;pH;pH;8.2;46.0737;13.47328
UD;Cividale del Friuli;12.05.2016 00:00;pH;pH;8.2;46.11001;13.47484
PN;Polcenigo;12.05.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;268;46.01217;12.4888
PN;Polcenigo;12.05.2016 00:00;pH;pH;8.1;46.01217;12.4888
UD;Nimis;12.05.2016 00:00;pH;pH;8.3;46.19579;13.27264
UD;Povoletto;12.05.2016 00:00;pH;pH;8;46.17842;13.25956
UD;San Pietro al Natisone;12.05.2016 00:00;pH;pH;8.3;46.11802;13.49413
PN;Cordenons;12.05.2016 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;312;45.97775;12.70505
PN;Pasiano di Pordenone;04.06.2016 00:00;pH;pH;8.1;45.83923;12.62112
