Provincia;Comune;DataEN;Parametro;UM;Risultato;LAT_WGS84;LON_WGS84
TS;San Dorligo della Valle - Dolina;06.01.2006 00:00;Temperatura acqua;°C;10;45.61509;13.88149
TS;San Dorligo della Valle - Dolina;06.01.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;430;45.61509;13.88149
TS;San Dorligo della Valle - Dolina;06.01.2006 00:00;pH;pH;8.3;45.61509;13.88149
UD;Fiumicello;02.03.2006 00:00;Temperatura acqua;°C;7;45.80293;13.43118
UD;Fiumicello;02.03.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;318;45.80293;13.43118
UD;Fiumicello;07.03.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;250;45.80293;13.43118
UD;Fiumicello;07.03.2006 00:00;Temperatura acqua;°C;21;45.80293;13.43118
TS;San Dorligo della Valle - Dolina;07.04.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;540;45.60726;13.82014
TS;Duino-Aurisina;07.04.2006 00:00;pH;pH;7.8;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;07.04.2006 00:00;pH;pH;8.1;45.61085;13.8568
TS;Duino-Aurisina;07.04.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;395;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;07.04.2006 00:00;pH;pH;8.5;45.60726;13.82014
TS;Duino-Aurisina;07.04.2006 00:00;Temperatura acqua;°C;14;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;07.04.2006 00:00;Temperatura acqua;°C;21;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;07.04.2006 00:00;Temperatura acqua;°C;14;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;07.04.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;455;45.61085;13.8568
UD;Fiumicello;12.04.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;275;45.80293;13.43118
UD;Fiumicello;12.04.2006 00:00;Temperatura acqua;°C;11;45.80293;13.43118
UD;Carlino;04.05.2006 00:00;Temperatura acqua;°C;11.6;45.80499;13.19179
UD;Carlino;04.05.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;560;45.80499;13.19179
UD;Carlino;04.05.2006 00:00;pH;pH;7.9;45.80499;13.19179
UD;Carlino;07.05.2006 00:00;pH;pH;7.8;45.80499;13.19179
UD;Carlino;07.05.2006 00:00;Temperatura acqua;°C;22;45.80499;13.19179
UD;Carlino;07.05.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;625;45.80499;13.19179
UD;Fiumicello;09.05.2006 00:00;Temperatura acqua;°C;18;45.80293;13.43118
UD;Fiumicello;09.05.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;304;45.80293;13.43118
TS;San Dorligo della Valle - Dolina;12.05.2006 00:00;pH;pH;7.9;45.61085;13.8568
TS;Duino-Aurisina;12.05.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;390;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;12.05.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;555;45.60726;13.82014
TS;Duino-Aurisina;12.05.2006 00:00;Temperatura acqua;°C;12;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;12.05.2006 00:00;Temperatura acqua;°C;11;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;12.05.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;450;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;12.05.2006 00:00;pH;pH;8.1;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;12.05.2006 00:00;Temperatura acqua;°C;12;45.61085;13.8568
TS;Duino-Aurisina;12.05.2006 00:00;pH;pH;7.5;45.78741;13.59086
UD;Fiumicello;04.06.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;237;45.80293;13.43118
UD;Fiumicello;04.06.2006 00:00;Temperatura acqua;°C;9;45.80293;13.43118
UD;Carlino;06.06.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;517;45.80499;13.19179
UD;Carlino;06.06.2006 00:00;Temperatura acqua;°C;15.8;45.80499;13.19179
UD;Carlino;06.06.2006 00:00;pH;pH;7.9;45.80499;13.19179
TS;San Dorligo della Valle - Dolina;09.06.2006 00:00;Temperatura acqua;°C;16;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;09.06.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;460;45.61085;13.8568
TS;Duino-Aurisina;09.06.2006 00:00;Temperatura acqua;°C;13;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;09.06.2006 00:00;Temperatura acqua;°C;17;45.60726;13.82014
TS;Duino-Aurisina;09.06.2006 00:00;pH;pH;7.5;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;09.06.2006 00:00;pH;pH;7.9;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;09.06.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;520;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;09.06.2006 00:00;pH;pH;8.4;45.60726;13.82014
TS;Duino-Aurisina;09.06.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;390;45.78741;13.59086
UD;Fiumicello;11.06.2006 00:00;Temperatura acqua;°C;12;45.80293;13.43118
UD;Fiumicello;11.06.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;308;45.80293;13.43118
TS;San Dorligo della Valle - Dolina;06.07.2006 00:00;pH;pH;8.5;45.60726;13.82014
TS;Duino-Aurisina;06.07.2006 00:00;pH;pH;7.6;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;06.07.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;480;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;06.07.2006 00:00;pH;pH;8;45.61085;13.8568
UD;Fiumicello;06.07.2006 00:00;Temperatura acqua;°C;11;45.80293;13.43118
TS;Duino-Aurisina;06.07.2006 00:00;Temperatura acqua;°C;12;45.78741;13.59086
UD;Fiumicello;06.07.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;341;45.80293;13.43118
TS;San Dorligo della Valle - Dolina;06.07.2006 00:00;Temperatura acqua;°C;13;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;06.07.2006 00:00;Temperatura acqua;°C;12;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;06.07.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;435;45.61085;13.8568
TS;Duino-Aurisina;06.07.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;340;45.78741;13.59086
UD;Fiumicello;03.08.2006 00:00;Temperatura acqua;°C;7;45.80293;13.43118
UD;Fiumicello;03.08.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;250;45.80293;13.43118
UD;Fiumicello;05.08.2006 00:00;Temperatura acqua;°C;15;45.80293;13.43118
UD;Fiumicello;05.08.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;240;45.80293;13.43118
UD;Carlino;05.08.2006 00:00;Temperatura acqua;°C;15.4;45.80499;13.19179
UD;Carlino;05.08.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;560;45.80499;13.19179
UD;Carlino;05.08.2006 00:00;pH;pH;7.7;45.80499;13.19179
UD;Carlino;08.09.2006 00:00;Temperatura acqua;°C;18.7;45.80499;13.19179
UD;Carlino;08.09.2006 00:00;pH;pH;7.8;45.80499;13.19179
UD;Carlino;08.09.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;575;45.80499;13.19179
UD;Fiumicello;10.09.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;425;45.80293;13.43118
UD;Fiumicello;10.09.2006 00:00;Temperatura acqua;°C;10;45.80293;13.43118
UD;Fiumicello;01.10.2006 00:00;Temperatura acqua;°C;6;45.80293;13.43118
UD;Fiumicello;01.10.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;301;45.80293;13.43118
UD;Cavazzo Carnico;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;620;46.37348;13.05836
UD;Amaro;10.11.2006 00:00;pH;pH;8;46.37348;13.05836
UD;Gemona del Friuli;10.11.2006 00:00;Temperatura acqua;°C;13.3;46.24736;13.12549
UD;San Daniele del Friuli;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;525;46.2099;13.02744
UD;Precenicco;10.11.2006 00:00;Temperatura acqua;°C;15.3;45.78316;13.07991
UD;Gemona del Friuli;10.11.2006 00:00;pH;pH;7.7;46.24736;13.12549
UD;Bordano;10.11.2006 00:00;Temperatura acqua;°C;12;46.31529;13.12074
UD;Paluzza;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;195;46.5855;12.9958
UD;Bordano;10.11.2006 00:00;pH;pH;8;46.31529;13.12074
UD;Cavazzo Carnico;10.11.2006 00:00;pH;pH;8;46.37348;13.05836
UD;San Daniele del Friuli;10.11.2006 00:00;pH;pH;7.8;46.2099;13.02744
UD;Latisana;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;510;45.77247;12.99656
UD;Precenicco;10.11.2006 00:00;pH;pH;7.7;45.78316;13.07991
UD;Latisana;10.11.2006 00:00;Temperatura acqua;°C;16.3;45.77247;12.99656
UD;Precenicco;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;530;45.78316;13.07991
UD;Bordano;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;480;46.31529;13.12074
UD;Amaro;10.11.2006 00:00;Solidi sospesi totali;mg/l;4;46.37348;13.05836
UD;Amaro;10.11.2006 00:00;Temperatura acqua;°C;10.8;46.38874;13.13748
UD;Amaro;10.11.2006 00:00;Temperatura acqua;°C;11.7;46.37348;13.05836
UD;Latisana;10.11.2006 00:00;pH;pH;7.7;45.77247;12.99656
UD;Paluzza;10.11.2006 00:00;pH;pH;8.2;46.5855;12.9958
UD;Bertiolo;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;560;45.90231;13.05159
UD;San Daniele del Friuli;10.11.2006 00:00;Temperatura acqua;°C;12.7;46.2099;13.02744
UD;Bertiolo;10.11.2006 00:00;pH;pH;7.6;45.90231;13.05159
UD;Castions di Strada;10.11.2006 00:00;Temperatura acqua;°C;17.4;45.86879;13.1655
UD;Amaro;10.11.2006 00:00;pH;pH;8.2;46.38874;13.13748
UD;Cavazzo Carnico;10.11.2006 00:00;Temperatura acqua;°C;11.7;46.37348;13.05836
UD;Castions di Strada;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;560;45.86879;13.1655
UD;Gemona del Friuli;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;440;46.24736;13.12549
UD;Paluzza;10.11.2006 00:00;Temperatura acqua;°C;9.4;46.5855;12.9958
UD;Bertiolo;10.11.2006 00:00;Temperatura acqua;°C;12.1;45.90231;13.05159
UD;Amaro;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;335;46.38874;13.13748
UD;Amaro;10.11.2006 00:00;Conducibilità elettrica a 20°C;µS/cm a 20°C;620;46.37348;13.05836
UD;Castions di Strada;10.11.2006 00:00;pH;pH;7.6;45.86879;13.1655
UD;Fiumicello;08.01.2007 00:00;Temperatura acqua;°C;16;45.80293;13.43118
UD;Fiumicello;08.01.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;425;45.80293;13.43118
UD;Fiumicello;05.02.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;266;45.80293;13.43118
UD;Fiumicello;05.02.2007 00:00;Temperatura acqua;°C;15;45.80293;13.43118
PN;Pordenone;10.02.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;374;45.9622;12.68322
PN;Castelnovo del Friuli;10.02.2007 00:00;pH;pH;8;46.18147;12.88529
PN;Pordenone;10.02.2007 00:00;pH;pH;7.5;45.9622;12.68322
PN;Castelnovo del Friuli;10.02.2007 00:00;Temperatura acqua;°C;9;46.18147;12.88529
TS;San Dorligo della Valle - Dolina;05.03.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;530;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;05.03.2007 00:00;Temperatura acqua;°C;12;45.61085;13.8568
TS;Duino-Aurisina;05.03.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;380;45.78741;13.59086
TS;Duino-Aurisina;05.03.2007 00:00;Temperatura acqua;°C;12;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;05.03.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;430;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;05.03.2007 00:00;pH;pH;8.1;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;05.03.2007 00:00;pH;pH;8;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;05.03.2007 00:00;Temperatura acqua;°C;15;45.60726;13.82014
TS;Duino-Aurisina;05.03.2007 00:00;pH;pH;7.4;45.78741;13.59086
UD;Fiumicello;06.04.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;230;45.80293;13.43118
UD;Fiumicello;06.04.2007 00:00;Temperatura acqua;°C;15;45.80293;13.43118
TS;San Dorligo della Valle - Dolina;03.05.2007 00:00;pH;pH;8;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;03.05.2007 00:00;Temperatura acqua;°C;10;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;03.05.2007 00:00;pH;pH;8.6;45.60726;13.82014
TS;Duino-Aurisina;03.05.2007 00:00;Temperatura acqua;°C;11;45.78741;13.59086
TS;Duino-Aurisina;03.05.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;410;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;03.05.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;450;45.61085;13.8568
TS;Duino-Aurisina;03.05.2007 00:00;pH;pH;7.4;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;03.05.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;485;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;03.05.2007 00:00;Temperatura acqua;°C;10;45.61085;13.8568
TS;Duino-Aurisina;11.05.2007 00:00;pH;pH;7.4;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;11.05.2007 00:00;Temperatura acqua;°C;13.5;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;11.05.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;420;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;11.05.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;490;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;11.05.2007 00:00;pH;pH;7.9;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;11.05.2007 00:00;pH;pH;8.4;45.60726;13.82014
TS;Duino-Aurisina;11.05.2007 00:00;Temperatura acqua;°C;13.5;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;11.05.2007 00:00;Temperatura acqua;°C;13;45.60726;13.82014
TS;Duino-Aurisina;11.05.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;375;45.78741;13.59086
UD;Pulfero;08.06.2007 00:00;Temperatura acqua;°C;14.2;46.20189;13.46946
UD;Cividale del Friuli;08.06.2007 00:00;pH;pH;8.3;46.09232;13.43279
UD;Cividale del Friuli;08.06.2007 00:00;Temperatura acqua;°C;19.5;46.09232;13.43279
UD;Pulfero;08.06.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;270;46.20189;13.46946
UD;Pulfero;08.06.2007 00:00;pH;pH;8.4;46.20189;13.46946
UD;Cividale del Friuli;08.06.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;300;46.09232;13.43279
UD;Carlino;11.06.2007 00:00;Temperatura acqua;°C;12.1;45.80499;13.19179
UD;Carlino;11.06.2007 00:00;pH;pH;7.7;45.80499;13.19179
UD;Carlino;11.06.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;680;45.80499;13.19179
UD;Fiumicello;01.08.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;314;45.80293;13.43118
UD;Fiumicello;01.08.2007 00:00;Temperatura acqua;°C;8;45.80293;13.43118
UD;Bordano;08.08.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;555;46.31529;13.12074
UD;Amaro;08.08.2007 00:00;pH;pH;8.1;46.37348;13.05836
UD;Amaro;08.08.2007 00:00;Temperatura acqua;°C;14.4;46.37348;13.05836
UD;Gemona del Friuli;08.08.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;505;46.24736;13.12549
UD;Bordano;08.08.2007 00:00;pH;pH;8;46.31529;13.12074
UD;Amaro;08.08.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;345;46.38874;13.13748
UD;Cavazzo Carnico;08.08.2007 00:00;Temperatura acqua;°C;14.4;46.37348;13.05836
UD;Forni di Sopra;08.08.2007 00:00;pH;pH;8.1;46.42258;12.57623
UD;Cavazzo Carnico;08.08.2007 00:00;pH;pH;8.1;46.37348;13.05836
UD;Cavazzo Carnico;08.08.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;760;46.37348;13.05836
UD;Gemona del Friuli;08.08.2007 00:00;pH;pH;7.8;46.24736;13.12549
UD;Forni di Sopra;08.08.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;1115;46.42258;12.57623
UD;Paluzza;08.08.2007 00:00;pH;pH;8.2;46.5855;12.9958
UD;Paluzza;08.08.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;200;46.5855;12.9958
UD;Venzone;08.08.2007 00:00;pH;pH;8.4;46.3349;13.14581
UD;Amaro;08.08.2007 00:00;Temperatura acqua;°C;16.1;46.38874;13.13748
UD;Amaro;08.08.2007 00:00;Conducibilità elettrica a 20°C;µS/cm a 20°C;760;46.37348;13.05836
UD;Venzone;08.08.2007 00:00;Temperatura acqua;°C;17.7;46.3349;13.14581
UD;Venzone;08.08.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;233;46.3349;13.14581
UD;Forni di Sopra;08.08.2007 00:00;Temperatura acqua;°C;12.2;46.42258;12.57623
UD;Gemona del Friuli;08.08.2007 00:00;Temperatura acqua;°C;14.2;46.24736;13.12549
UD;Bordano;08.08.2007 00:00;Temperatura acqua;°C;14.2;46.31529;13.12074
UD;Amaro;08.08.2007 00:00;pH;pH;8.4;46.38874;13.13748
UD;Paluzza;08.08.2007 00:00;Temperatura acqua;°C;10.1;46.5855;12.9958
UD;Amaro;08.08.2007 00:00;Solidi sospesi totali;mg/l;20;46.37348;13.05836
UD;San Daniele del Friuli;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;535;46.2099;13.02744
UD;Amaro;01.09.2007 00:00;Temperatura acqua;°C;7;46.38874;13.13748
UD;San Daniele del Friuli;01.09.2007 00:00;Temperatura acqua;°C;10.1;46.2099;13.02744
UD;Bordano;01.09.2007 00:00;Temperatura acqua;°C;8.9;46.31529;13.12074
UD;Castions di Strada;01.09.2007 00:00;pH;pH;8.1;45.86879;13.1655
UD;Gemona del Friuli;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;440;46.24736;13.12549
UD;Paluzza;01.09.2007 00:00;pH;pH;8.2;46.5855;12.9958
UD;Bordano;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;500;46.31529;13.12074
UD;Amaro;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS/cm a 20°C;660;46.37348;13.05836
UD;Latisana;01.09.2007 00:00;pH;pH;8;45.77247;12.99656
UD;Gemona del Friuli;01.09.2007 00:00;pH;pH;8;46.24736;13.12549
UD;Cavazzo Carnico;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;660;46.37348;13.05836
UD;Cavazzo Carnico;01.09.2007 00:00;Temperatura acqua;°C;11.2;46.37348;13.05836
UD;Amaro;01.09.2007 00:00;pH;pH;8.2;46.38874;13.13748
UD;San Daniele del Friuli;01.09.2007 00:00;pH;pH;7.9;46.2099;13.02744
UD;Bordano;01.09.2007 00:00;pH;pH;7.8;46.31529;13.12074
UD;Latisana;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;520;45.77247;12.99656
UD;Castions di Strada;01.09.2007 00:00;Temperatura acqua;°C;10.1;45.86879;13.1655
UD;Amaro;01.09.2007 00:00;Solidi sospesi totali;mg/l;3.8;46.37348;13.05836
UD;Bertiolo;01.09.2007 00:00;pH;pH;7.9;45.90231;13.05159
UD;Bertiolo;01.09.2007 00:00;Temperatura acqua;°C;10.6;45.90231;13.05159
UD;Precenicco;01.09.2007 00:00;pH;pH;8;45.78316;13.07991
UD;Precenicco;01.09.2007 00:00;Temperatura acqua;°C;10.6;45.78316;13.07991
UD;Bertiolo;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;575;45.90231;13.05159
UD;Amaro;01.09.2007 00:00;pH;pH;7.8;46.37348;13.05836
UD;Paluzza;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;220;46.5855;12.9958
UD;Latisana;01.09.2007 00:00;Temperatura acqua;°C;10;45.77247;12.99656
UD;Castions di Strada;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;540;45.86879;13.1655
UD;Cavazzo Carnico;01.09.2007 00:00;pH;pH;7.8;46.37348;13.05836
UD;Gemona del Friuli;01.09.2007 00:00;Temperatura acqua;°C;10.3;46.24736;13.12549
UD;Precenicco;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;550;45.78316;13.07991
UD;Amaro;01.09.2007 00:00;Temperatura acqua;°C;11.2;46.37348;13.05836
UD;Amaro;01.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;350;46.38874;13.13748
UD;Paluzza;01.09.2007 00:00;Temperatura acqua;°C;10.5;46.5855;12.9958
TS;San Dorligo della Valle - Dolina;07.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;515;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;07.09.2007 00:00;pH;pH;8.3;45.60726;13.82014
TS;Duino-Aurisina;07.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;385;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;07.09.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;435;45.61085;13.8568
TS;Duino-Aurisina;07.09.2007 00:00;Temperatura acqua;°C;16;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;07.09.2007 00:00;pH;pH;7.5;45.61085;13.8568
TS;Duino-Aurisina;07.09.2007 00:00;pH;pH;7.5;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;07.09.2007 00:00;Temperatura acqua;°C;20;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;07.09.2007 00:00;Temperatura acqua;°C;20;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;04.10.2007 00:00;Temperatura acqua;°C;15;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;04.10.2007 00:00;pH;pH;8.7;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;04.10.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;430;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;04.10.2007 00:00;pH;pH;8;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;04.10.2007 00:00;Temperatura acqua;°C;13;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;04.10.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;460;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;10.10.2007 00:00;pH;pH;7.9;45.61085;13.8568
TS;Duino-Aurisina;10.10.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;395;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;10.10.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;485;45.60726;13.82014
TS;Duino-Aurisina;10.10.2007 00:00;pH;pH;7.3;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;10.10.2007 00:00;Temperatura acqua;°C;16.5;45.60726;13.82014
TS;Duino-Aurisina;10.10.2007 00:00;Temperatura acqua;°C;11.6;45.78741;13.59086
TS;San Dorligo della Valle - Dolina;10.10.2007 00:00;Temperatura acqua;°C;15.5;45.61085;13.8568
TS;San Dorligo della Valle - Dolina;10.10.2007 00:00;pH;pH;8.4;45.60726;13.82014
TS;San Dorligo della Valle - Dolina;10.10.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;425;45.61085;13.8568
UD;Gemona del Friuli;04.11.2007 00:00;pH;pH;8.2;46.24736;13.12549
UD;San Daniele del Friuli;04.11.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;505;46.2099;13.02744
UD;San Daniele del Friuli;04.11.2007 00:00;Temperatura acqua;°C;12.7;46.2099;13.02744
UD;Cavazzo Carnico;04.11.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;540;46.37348;13.05836
UD;Amaro;04.11.2007 00:00;pH;pH;8.3;46.38874;13.13748
UD;Paluzza;04.11.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;180;46.5855;12.9958
UD;Amaro;04.11.2007 00:00;Solidi sospesi totali;mg/l;8.8;46.37348;13.05836
UD;Amaro;04.11.2007 00:00;Conducibilità elettrica a 20°C;µS/cm a 20°C;540;46.37348;13.05836
UD;Paluzza;04.11.2007 00:00;pH;pH;8.3;46.5855;12.9958
UD;Amaro;04.11.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;310;46.38874;13.13748
UD;Bordano;04.11.2007 00:00;pH;pH;7.9;46.31529;13.12074
UD;Cavazzo Carnico;04.11.2007 00:00;Temperatura acqua;°C;10;46.37348;13.05836
UD;Amaro;04.11.2007 00:00;Temperatura acqua;°C;10.3;46.38874;13.13748
UD;Bordano;04.11.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;440;46.31529;13.12074
UD;Cavazzo Carnico;04.11.2007 00:00;pH;pH;7.9;46.37348;13.05836
UD;Amaro;04.11.2007 00:00;Temperatura acqua;°C;10;46.37348;13.05836
UD;Paluzza;04.11.2007 00:00;Temperatura acqua;°C;9.2;46.5855;12.9958
UD;San Daniele del Friuli;04.11.2007 00:00;pH;pH;8;46.2099;13.02744
UD;Gemona del Friuli;04.11.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;430;46.24736;13.12549
UD;Amaro;04.11.2007 00:00;pH;pH;7.9;46.37348;13.05836
UD;Gemona del Friuli;04.11.2007 00:00;Temperatura acqua;°C;12.9;46.24736;13.12549
UD;Bordano;04.11.2007 00:00;Temperatura acqua;°C;11.6;46.31529;13.12074
UD;Fiumicello;10.11.2007 00:00;Temperatura acqua;°C;13;45.80293;13.43118
UD;Fiumicello;10.11.2007 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;287;45.80293;13.43118
UD;Carlino;12.11.2007 00:00;Temperatura acqua;°C;10.3;45.80499;13.19179
