Provincia;Comune Nome;Stazione Nome;Data;Parametro Nome;Valore Alfanum;Sta Gb E;Sta Gb N
SI;CASTIGLIONE D'ORCIA;TORRENTE ONZOLA;14.11.2023;CONDUCIBILITA;935;1714361;4766930
SI;CASTIGLIONE D'ORCIA;TORRENTE ONZOLA;14.11.2023;SOLIDI;10;1714361;4766930
FI;EMPOLI;TORRENTE ORME;16.01.2024;TEMPERATURA;10.6;1657836;4840372
FI;EMPOLI;TORRENTE ORME;04.12.2023;TEMPERATURA;6.5;1657836;4840372
FI;EMPOLI;TORRENTE ORME;13.11.2023;TEMPERATURA;12.9;1657836;4840372
FI;EMPOLI;TORRENTE ORME;16.01.2024;CONDUCIBILITA;1245;1657836;4840372
FI;EMPOLI;TORRENTE ORME;04.12.2023;CONDUCIBILITA;956;1657836;4840372
FI;EMPOLI;TORRENTE ORME;13.11.2023;CONDUCIBILITA;984;1657836;4840372
FI;EMPOLI;TORRENTE ORME;04.12.2023;SOLIDI;52;1657836;4840372
FI;EMPOLI;TORRENTE ORME;13.11.2023;SOLIDI;17;1657836;4840372
GR;ORBETELLO;TORRENTE PATRIGNONE;12.10.2023;TEMPERATURA;16.8;1689579;4718226
GR;ORBETELLO;TORRENTE PATRIGNONE;26.09.2023;TEMPERATURA;19;1689579;4718226
GR;ORBETELLO;TORRENTE PATRIGNONE;12.10.2023;CONDUCIBILITA;735;1689579;4718226
GR;ORBETELLO;TORRENTE PATRIGNONE;26.09.2023;CONDUCIBILITA;720;1689579;4718226
LU;BORGO A MOZZANO;TORRENTE PEDOGNA;04.03.2024;TEMPERATURA;11.9;1620146;4869308
LU;BORGO A MOZZANO;TORRENTE PEDOGNA;31.01.2024;TEMPERATURA;8.9;1620146;4869308
LU;BORGO A MOZZANO;TORRENTE PEDOGNA;05.12.2023;TEMPERATURA;10.8;1620146;4869308
LU;BORGO A MOZZANO;TORRENTE PEDOGNA;04.03.2024;CONDUCIBILITA;250;1620146;4869308
LU;BORGO A MOZZANO;TORRENTE PEDOGNA;31.01.2024;CONDUCIBILITA;274;1620146;4869308
LU;BORGO A MOZZANO;TORRENTE PEDOGNA;05.12.2023;CONDUCIBILITA;280;1620146;4869308
FI;CASTELFIORENTINO;TORRENTE PESCIOLA;23.01.2024;SOLIDI;10;1660243;4828203
SI;GAIOLE IN CHIANTI;TORRENTE PIANA;12.12.2023;TEMPERATURA;12;1695737;4813611
SI;GAIOLE IN CHIANTI;TORRENTE PIANA;12.12.2023;TEMPERATURA;12;1695737;4813611
SI;GAIOLE IN CHIANTI;TORRENTE PIANA;13.11.2023;TEMPERATURA;12.3;1695737;4813611
SI;GAIOLE IN CHIANTI;TORRENTE PIANA;12.11.2023;TEMPERATURA;12.6;1695737;4813611
SI;GAIOLE IN CHIANTI;TORRENTE PIANA;12.12.2023;CONDUCIBILITA;587;1695737;4813611
SI;GAIOLE IN CHIANTI;TORRENTE PIANA;13.11.2023;CONDUCIBILITA;522;1695737;4813611
SI;GAIOLE IN CHIANTI;TORRENTE PIANA;12.11.2023;CONDUCIBILITA;551;1695737;4813611
SI;GAIOLE IN CHIANTI;TORRENTE PIANA;12.12.2023;SOLIDI;10;1695737;4813611
SI;GAIOLE IN CHIANTI;TORRENTE PIANA;12.11.2023;SOLIDI;10;1695737;4813611
LU;BAGNI DI LUCCA;TORRENTE PIZZORNA;31.01.2024;TEMPERATURA;8.7;1625391;4873666
LU;BAGNI DI LUCCA;TORRENTE PIZZORNA;31.01.2024;TEMPERATURA;8.7;1625391;4873666
LU;BAGNI DI LUCCA;TORRENTE PIZZORNA;31.01.2024;CONDUCIBILITA;172;1625391;4873666
LU;BAGNI DI LUCCA;TORRENTE PIZZORNA;31.01.2024;CONDUCIBILITA;172;1625391;4873666
AR;BADIA TEDALDA;TORRENTE PRESALE;14.02.2024;TEMPERATURA;4.9;1757473;4845111
AR;BADIA TEDALDA;TORRENTE PRESALE;14.02.2024;CONDUCIBILITA;269;1757473;4845111
FI;PONTASSIEVE;TORRENTE RISAIO;22.01.2024;TEMPERATURA;5.7;1692927;4858037
FI;PONTASSIEVE;TORRENTE RISAIO;29.11.2023;TEMPERATURA;8.1;1692927;4858037
FI;PONTASSIEVE;TORRENTE RISAIO;22.01.2024;CONDUCIBILITA;373;1692927;4858037
FI;PONTASSIEVE;TORRENTE RISAIO;29.11.2023;CONDUCIBILITA;402;1692927;4858037
FI;FIRENZUOLA;TORRENTE ROVIGO;05.02.2024;TEMPERATURA;9.6;1694995;4885936
FI;FIRENZUOLA;TORRENTE ROVIGO;05.02.2024;CONDUCIBILITA;366;1694995;4885936
FI;FIRENZUOLA;TORRENTE ROVIGO;05.02.2024;SOLIDI;10;1694995;4885936
LI;ROSIGNANO MARITTIMO;TORRENTE SAVALANO;20.12.2023;TEMPERATURA;8;1620054;4810240
LI;ROSIGNANO MARITTIMO;TORRENTE SAVALANO;24.11.2023;TEMPERATURA;10.8;1620054;4810240
LI;ROSIGNANO MARITTIMO;TORRENTE SAVALANO;31.10.2023;TEMPERATURA;18.1;1620054;4810240
LI;ROSIGNANO MARITTIMO;TORRENTE SAVALANO;29.09.2023;TEMPERATURA;19.8;1620054;4810240
LI;ROSIGNANO MARITTIMO;TORRENTE SAVALANO;20.12.2023;CONDUCIBILITA;1221;1620054;4810240
LI;ROSIGNANO MARITTIMO;TORRENTE SAVALANO;24.11.2023;CONDUCIBILITA;964;1620054;4810240
LI;ROSIGNANO MARITTIMO;TORRENTE SAVALANO;31.10.2023;CONDUCIBILITA;526;1620054;4810240
LI;ROSIGNANO MARITTIMO;TORRENTE SAVALANO;29.09.2023;CONDUCIBILITA;1129;1620054;4810240
PI;VOLTERRA;TORRENTE SELLATE MONTE CONFLUENZA FOSCI;21.11.2023;TEMPERATURA;12.6;1655223;4799512
PI;VOLTERRA;TORRENTE SELLATE MONTE CONFLUENZA FOSCI;21.11.2023;CONDUCIBILITA;761;1655223;4799512
PT;ABETONE CUTIGLIANO;TORRENTE SESTAIONE - PRESA ACQUEDOTTO;24.01.2024;TEMPERATURA;4;1633142;4887154
PT;ABETONE CUTIGLIANO;TORRENTE SESTAIONE - PRESA ACQUEDOTTO;27.11.2023;TEMPERATURA;3.9;1633142;4887154
PT;ABETONE CUTIGLIANO;TORRENTE SESTAIONE - PRESA ACQUEDOTTO;24.01.2024;CONDUCIBILITA;59;1633142;4887154
PT;ABETONE CUTIGLIANO;TORRENTE SESTAIONE - PRESA ACQUEDOTTO;27.11.2023;CONDUCIBILITA;71;1633142;4887154
GR;GAVORRANO;TORRENTE SOVATA;12.03.2024;TEMPERATURA;12;1664417.66;4752855.11
GR;GAVORRANO;TORRENTE SOVATA;29.01.2024;TEMPERATURA;7;1664417.66;4752855.11
GR;GAVORRANO;TORRENTE SOVATA;20.12.2023;TEMPERATURA;5;1664417.66;4752855.11
GR;GAVORRANO;TORRENTE SOVATA;07.11.2023;TEMPERATURA;14;1664417.66;4752855.11
GR;GAVORRANO;TORRENTE SOVATA;12.03.2024;CONDUCIBILITA;573;1664417.66;4752855.11
GR;GAVORRANO;TORRENTE SOVATA;29.01.2024;CONDUCIBILITA;785;1664417.66;4752855.11
GR;GAVORRANO;TORRENTE SOVATA;20.12.2023;CONDUCIBILITA;868;1664417.66;4752855.11
GR;GAVORRANO;TORRENTE SOVATA;07.11.2023;CONDUCIBILITA;984;1664417.66;4752855.11
AR;PRATOVECCHIO STIA;TORRENTE STAGGIA;06.02.2024;TEMPERATURA;7;1718724;4854730
AR;PRATOVECCHIO STIA;TORRENTE STAGGIA;06.02.2024;CONDUCIBILITA;156;1718724;4854730
SI;POGGIBONSI;TORRENTE STAGGIA;06.02.2024;SOLIDI;10;1674671;4813912
PI;CHIANNI;TORRENTE STERZA VALLE ERA;31.01.2024;TEMPERATURA;9.6;1636760;4814395
PI;CHIANNI;TORRENTE STERZA VALLE ERA;29.11.2023;TEMPERATURA;9.9;1636760;4814395
PI;CHIANNI;TORRENTE STERZA VALLE ERA;29.11.2023;CONDUCIBILITA;553;1636760;4814395
SI;BUONCONVENTO;TORRENTE STILE;04.12.2023;TEMPERATURA;7;1700114;4778313
SI;BUONCONVENTO;TORRENTE STILE;04.12.2023;CONDUCIBILITA;934;1700114;4778313
SI;BUONCONVENTO;TORRENTE STILE;04.12.2023;SOLIDI;10;1700114;4778313
SI;RADICOFANI;TORRENTE SUCENNA;07.02.2024;SOLIDI;10;1727880;4753960
AR;SANSEPOLCRO;TORRENTE TIGNANA;15.11.2023;TEMPERATURA;11.7;1750184;4832543
AR;SANSEPOLCRO;TORRENTE TIGNANA;26.09.2023;TEMPERATURA;16.4;1750184;4832543
AR;SANSEPOLCRO;TORRENTE TIGNANA;15.11.2023;CONDUCIBILITA;321;1750184;4832543
AR;SANSEPOLCRO;TORRENTE TIGNANA;26.09.2023;CONDUCIBILITA;356;1750184;4832543
AR;SANSEPOLCRO;TORRENTE TIGNANA;15.11.2023;SOLIDI;10;1750184;4832543
AR;SANSEPOLCRO;TORRENTE TIGNANA;26.09.2023;SOLIDI;10;1750184;4832543
AR;LATERINA PERGINE VALDARNO;TORRENTE TROVE;23.01.2024;TEMPERATURA;7.7;1715969;4811100
AR;LATERINA PERGINE VALDARNO;TORRENTE TROVE;23.01.2024;CONDUCIBILITA;336;1715969;4811100
SI;MONTALCINO;TORRENTE TUONA;31.01.2024;TEMPERATURA;5.8;1709694;4771816
SI;MONTALCINO;TORRENTE TUONA;14.11.2023;TEMPERATURA;12.1;1709694;4771816
SI;MONTALCINO;TORRENTE TUONA;26.09.2023;TEMPERATURA;18.7;1709694;4771816
SI;MONTALCINO;TORRENTE TUONA;31.01.2024;CONDUCIBILITA;1051;1709694;4771816
SI;MONTALCINO;TORRENTE TUONA;14.11.2023;CONDUCIBILITA;860;1709694;4771816
SI;MONTALCINO;TORRENTE TUONA;26.09.2023;CONDUCIBILITA;708;1709694;4771816
SI;MONTALCINO;TORRENTE TUONA;31.01.2024;SOLIDI;10;1709694;4771816
LU;GALLICANO;TORRENTE TURRITE DI GALLICANO LOC. CHIESINA;05.12.2023;TEMPERATURA;10.4;1616684;4878686
LU;GALLICANO;TORRENTE TURRITE DI GALLICANO LOC. CHIESINA;05.12.2023;CONDUCIBILITA;404;1616684;4878686
FI;PELAGO;TORRENTE VICANO DI PELAGO;21.11.2023;TEMPERATURA;14.1;1698387;4848468
FI;PELAGO;TORRENTE VICANO DI PELAGO;21.09.2023;TEMPERATURA;23.2;1698387;4848468
FI;PELAGO;TORRENTE VICANO DI PELAGO;21.11.2023;CONDUCIBILITA;551;1698387;4848468
FI;PELAGO;TORRENTE VICANO DI PELAGO;21.09.2023;CONDUCIBILITA;610;1698387;4848468
FI;PELAGO;TORRENTE VICANO DI PELAGO;21.11.2023;SOLIDI;10;1698387;4848468
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;23.01.2024;TEMPERATURA;9.2;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;23.01.2024;TEMPERATURA;9.2;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;22.11.2023;TEMPERATURA;11.3;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;22.11.2023;TEMPERATURA;11.3;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;23.01.2024;CONDUCIBILITA;266;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;23.01.2024;CONDUCIBILITA;266;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;22.11.2023;CONDUCIBILITA;294;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;22.11.2023;CONDUCIBILITA;294;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;10.10.2023;CONDUCIBILITA;362;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI BRANDEGLIO;23.01.2024;SOLIDI;10;1650377;4870490
PT;PISTOIA;TORRENTE VINCIO DI MONTAGNANA;23.01.2024;TEMPERATURA;8.1;1649651;4865526
PT;PISTOIA;TORRENTE VINCIO DI MONTAGNANA;28.11.2023;TEMPERATURA;10.7;1649651;4865526
PT;PISTOIA;TORRENTE VINCIO DI MONTAGNANA;23.01.2024;CONDUCIBILITA;205;1649651;4865526
PT;PISTOIA;TORRENTE VINCIO DI MONTAGNANA;28.11.2023;CONDUCIBILITA;242;1649651;4865526
PI;CALCINAIA;USCIANA - CATERATTE;16.01.2024;TEMPERATURA;8.1;1632928;4837899
PI;CALCINAIA;USCIANA - CATERATTE;28.11.2023;TEMPERATURA;10.2;1632928;4837899
PI;CALCINAIA;USCIANA - CATERATTE;16.01.2024;CONDUCIBILITA;566;1632928;4837899
PI;SANTA MARIA A MONTE;USCIANA - MASSARELLA;22.01.2024;TEMPERATURA;6.1;1645694;4848214
PI;SANTA MARIA A MONTE;USCIANA - MASSARELLA;22.11.2023;TEMPERATURA;12.8;1645694;4848214
PI;SANTA MARIA A MONTE;USCIANA - MASSARELLA;11.10.2023;TEMPERATURA;23.6;1645694;4848214
PI;SANTA MARIA A MONTE;USCIANA - MASSARELLA;22.01.2024;CONDUCIBILITA;369;1645694;4848214
PI;SANTA MARIA A MONTE;USCIANA - MASSARELLA;22.11.2023;CONDUCIBILITA;376;1645694;4848214
PI;SANTA MARIA A MONTE;USCIANA - MASSARELLA;11.10.2023;CONDUCIBILITA;2087;1645694;4848214
PI;SANTA MARIA A MONTE;USCIANA - MASSARELLA;22.01.2024;SOLIDI;10;1645694;4848214
PI;SANTA MARIA A MONTE;USCIANA - MASSARELLA;22.11.2023;SOLIDI;18;1645694;4848214
PI;SANTA MARIA A MONTE;USCIANA - MASSARELLA;11.10.2023;SOLIDI;106;1645694;4848214
LU;PIETRASANTA;VERSILIA - PONTE ALLA SIPE;23.01.2024;TEMPERATURA;15.2;1594375;4870429
LU;PIETRASANTA;VERSILIA - PONTE ALLA SIPE;23.01.2024;TEMPERATURA;15.2;1594375;4870429
LU;PIETRASANTA;VERSILIA - PONTE ALLA SIPE;23.01.2024;CONDUCIBILITA;599;1594375;4870429
LU;PIETRASANTA;VERSILIA - PONTE ALLA SIPE;23.01.2024;CONDUCIBILITA;599;1594375;4870429
LU;PIETRASANTA;VERSILIA - PONTE ALLA SIPE;23.01.2024;SOLIDI;20;1594375;4870429
LU;PIETRASANTA;VERSILIA - PONTE ALLA SIPE;23.01.2024;SOLIDI;20;1594375;4870429
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;23.01.2024;TEMPERATURA;9.8;1600405;4872143
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;23.01.2024;TEMPERATURA;9.8;1600405;4872143
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;29.11.2023;TEMPERATURA;7.7;1600405;4872143
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;27.09.2023;TEMPERATURA;16.6;1600405;4872143
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;23.01.2024;CONDUCIBILITA;230;1600405;4872143
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;23.01.2024;CONDUCIBILITA;230;1600405;4872143
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;29.11.2023;CONDUCIBILITA;263;1600405;4872143
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;27.09.2023;CONDUCIBILITA;296;1600405;4872143
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;23.01.2024;SOLIDI;10;1600405;4872143
LU;SERAVEZZA;VEZZA - DISCESA ALVEO CAVA;23.01.2024;SOLIDI;10;1600405;4872143
